EPA Facility ID,Has Accident,Accident Count,NAICS Code,Accident History ID,Facility Accident ID,Date of Accident,Time Accident Began,NAICS Code of Process Involved,NAICS Description,Release Duration (Hours),Release Duration (Minutes),Gas Release,Liquid Spill/Evaporation,Fire,Explosion,Uncontrolled/Runaway Reaction,Storage Vessel,Piping,Process Vessel,Transfer Hose,Valve,Pump,Joint,Other Release Source,Wind Speed,Wind Speed Units,Wind Direction,Temperature,Atmospheric Stability Class,Precipitation Present,Unknown Weather Conditions,Employee/Contractor Deaths,Public Responder Deaths,Public Deaths,Employee/Contractor Injuries,Public Responder Injuries,Public Injuries,On-Site Property Damage ($),Off-Site Deaths,Off-Site Hospitalizations,Off-Site Public Deaths,Off-Site Other Medical Treatments,Evacuated,Sheltered-in-Place,Off-Site Property Damage ($),Fish or Animal Kills,"Tree, Lawn, Shrub, or Crop Damage",Water Contamination,Soil Contamination,Other Environmental Damage,Initiating Event,Contributing - Equipment Failure,Contributing - Human Error,Contributing - Improper Procedures,Contributing - Overpressurization,Contributing - Upset Condition,Contributing - By-Pass Condition,Contributing - Maintenance Activity/Inactivity,Contributing - Process Design Failure,Contributing - Unsuitable Equipment,Contributing - Unusual Weather Condition,Contributing - Management Error,Contributing - Other,Off-Site Responders Notified,Change - Improved/Upgraded Equipment,Change - Revised Maintenance,Change - Revised Training,Change - Revised Operating Procedures,Change - New Process Controls,Change - New Mitigation Systems,Change - Revised Emergency Response Plan,Change - Changed Process,Change - Reduced Inventory,Change - None,Change - Other
100000020176,Yes,1,,1,100000020176_1,Apr-96,9:00,42291,Farm Supplies Wholesalers,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000020782,Yes,1,,1,100000020782_1,Apr-22,17:30,11199,All Other Crop Farming,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Spitter Valve,12,Miles/h,SSW,74,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reviewed Training procedures
100000022325,Yes,1,,1,100000022325_1,Apr-23,18:00,44422,"Nursery, Garden Center, and Farm",001,00,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,7,Miles/h,WSW,77,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000024369,Yes,1,,1,100000024369_1,Jan-06,8:15,42491,Farm Supplies Merchant Wholesalers,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vapor hose had pressure built up and,13,Miles/h,NNW,30,E,N/A,N/A,0,0,0,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Human error due to transport driver not,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,driver was educated on process and
100000024671,Yes,1,,1,100000024671_1,Nov-04,8:45,42491,Farm Supplies Merchant Wholesalers,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A
100000033475,Yes,1,,1,100000033475_1,Mar-14,17:00,11115,Corn Farming,000,02,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000036061,Yes,1,,1,100000036061_1,Jun-00,10:00,42491,Farm Supplies Merchant Wholesalers,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,0,0,0,500,0,0,0,0,0,2,500,N/A,Yes,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000045159,Yes,2,,1,100000045159_1,Aug-12,7:10,22131,Water Supply and Irrigation Systems,000,02,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,3,Miles/h,SW,69,N,Yes,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Refreshed safety training
100000045159,Yes,2,,2,100000045159_2,Jul-12,8:30,22131,Water Supply and Irrigation Systems,000,02,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Maintenance of evaporator stariner,3,Miles/h,SW,84,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Safety Training
100000046096,Yes,2,,1,100000046096_1,Jul-22,11:00,311612,Meat Processed from Carcasses,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Compressor,6,Miles/h,N,77,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000046096,Yes,2,,2,100000046096_2,Jun-19,16:00,311612,Meat Processed from Carcasses,000,30,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,9.3,Miles/h,E,66,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Retrained on existing procedures
100000048183,Yes,1,,1,100000048183_1,Aug-01,12:45,71311,Amusement and Theme Parks,000,05,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,5,Miles/h,N,75,N,N/A,N/A,0,0,0,3,0,42,0,0,0,0,45,45,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A
100000050749,Yes,1,32411,1,100000050749_1,Nov-95,11:15,32411,Petroleum Refineries,000,02,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Review PPE Policy Requirements with
100000051301,Yes,1,,1,100000051301_1,Oct-23,13:50,49312,Refrigerated Warehousing and Storage,125,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Condenser tube,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000051677,Yes,1,,1,100000051677_1,Sep-22,6:50,311225,Fats and Oils Refining and Blending,000,10,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,6,Miles/h,NNW,61,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,Yes,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A
100000062665,Yes,1,,1,100000062665_1,Sep-05,11:45,311225,Fats and Oils Refining and Blending,000,17,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,18,Miles/h,SSW,78,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000068829,Yes,1,,1,100000068829_1,Jul-23,14:00,44422,"Nursery, Garden Center, and Farm",001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,6,Miles/h,SSE,92,B,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,N/A,Yes,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000073528,Yes,1,,1,100000073528_1,Nov-15,8:00,42491,Farm Supplies Merchant Wholesalers,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000075884,Yes,1,,1,100000075884_1,Feb-19,16:26,32411,Petroleum Refineries,000,08,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,7,Miles/h,ESE,26,F,N/A,N/A,0,0,0,1,0,0,9600000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000078523,Yes,1,,1,100000078523_1,Sep-23,19:35,325211,Plastics Material and Resin,000,01,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000081537,Yes,2,,1,100000081537_1,Apr-22,12:10,32552,Adhesive Manufacturing,000,10,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A
100000081537,Yes,2,,2,100000081537_2,May-14,10:30,32551,Paint and Coating Manufacturing,000,15,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,15,Miles/h,SSW,70,C,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Braided flex hose attached to the
100000082117,Yes,1,,1,100000082117_1,Mar-00,20:04,22131,Water Supply and Irrigation Systems,000,30,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,10,Miles/h,S,45,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000088923,Yes,1,,1,100000088923_1,Mar-10,8:47,325193,Ethyl Alcohol Manufacturing,000,42,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Process Heater,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A
100000090073,Yes,1,,1,100000090073_1,Mar-95,8:30,42291,Farm Supplies Wholesalers,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,0,Miles/h,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000091063,Yes,1,,1,100000091063_1,Nov-21,14:52,42491,Farm Supplies Merchant Wholesalers,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,12,Miles/h,NW,48,N,N/A,N/A,0,0,0,1,0,0,0,0,1,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000095461,Yes,1,,1,100000095461_1,Oct-19,8:02,311612,Meat Processed from Carcasses,001,44,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,29,Miles/h,N,43,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Safe Work Practices
100000096111,Yes,2,,1,100000096111_1,Jan-10,11:00,42491,Farm Supplies Merchant Wholesalers,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,35,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A
100000096111,Yes,2,,2,100000096111_2,Jan-10,14:05,42491,Farm Supplies Merchant Wholesalers,000,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pressure Relief Valve,8,Miles/h,SW,50,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,None- Ammonia discipated into the,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000097539,Yes,1,,1,100000097539_1,Nov-13,12:00,42491,Farm Supplies Merchant Wholesalers,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,21,Miles/h,S,54,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,None,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Worn threads on nurse tank filler valve,"No, not notified",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facility inspected all nurse tank filler
100000104326,Yes,1,,1,100000104326_1,Aug-22,15:50,42491,Farm Supplies Merchant Wholesalers,007,00,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Tank hitch broke,9,Miles/h,SW,89,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,6,0,2543,N/A,Yes,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000122002,Yes,1,,1,100000122002_1,Feb-24,11:15,325414,Biological Product (except Diagnostic),000,01,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A
100000125517,Yes,1,,1,100000125517_1,Jun-21,15:00,32518,Other Basic Inorganic Chemical,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dead flanged drain nozzle on south,6,Miles/h,W,76,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,No impact on life or environment,Equipment Failure,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000132509,Yes,1,,1,100000132509_1,Nov-21,13:30,32411,Petroleum Refineries,000,13,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Sight Glass on lube oil for ammonia,10,Miles/h,SSE,61,C,N/A,N/A,0,0,0,1,0,0,7000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,Yes,N/A,,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000137719,Yes,1,,1,100000137719_1,Feb-21,13:35,31111,Animal Food Manufacturing,002,09,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Miles/h,NNE,43,N,N/A,N/A,0,0,0,0,0,0,200,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000139405,Yes,3,,1,100000139405_1,Oct-95,13:05,331315,"Aluminum Sheet, Plate, and Foil",000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neglect of contractor's employees to,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pipes containing mixed-gas were
100000139405,Yes,3,,2,100000139405_2,Mar-94,3:45,331315,"Aluminum Sheet, Plate, and Foil",000,25,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reviewed Emergency Response Plan
100000139405,Yes,3,,3,100000139405_3,Feb-94,8:00,331315,"Aluminum Sheet, Plate, and Foil",152,00,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moved the chlorine line to prevent the
100000140625,Yes,1,,1,100000140625_1,Jan-14,10:30,42491,Farm Supplies Merchant Wholesalers,000,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,15,Miles/h,W,14,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,8,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000144266,Yes,1,,1,100000144266_1,Apr-04,22:45,325211,Plastics Material and Resin,,,Yes,N/A,Yes,Yes,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,10.3,Miles/h,NE,55,E,N/A,N/A,5,0,0,6,0,0,,5,0,0,0,980,0,,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A
100000147842,Yes,1,,1,100000147842_1,Oct-96,6:00,32411,Petroleum Refineries,000,02,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Miles/h,N/A,,F,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pipe thinning,,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000148146,Yes,1,,1,100000148146_1,Jul-19,13:00,42491,Farm Supplies Merchant Wholesalers,000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,10,Miles/h,SSW,90,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,N/A,Yes,N/A,N/A,N/A,Natural(Weather Conditions,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000148627,Yes,1,,1,100000148627_1,Nov-02,6:45,42491,Farm Supplies Merchant Wholesalers,000,30,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,BOLTS LOOSE AT PUMP FLANGE,0,Miles/h,N/A,40,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tampering of plumbing by unknown,,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Repack and replace gaskets and
100000149804,Yes,1,,1,100000149804_1,May-07,17:30,325998,All Other Miscellaneous Chemical,000,10,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,,Meters/second,N/A,,F,N/A,N/A,0,0,0,4,0,0,500,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,faulty electrical connection,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,eliminated this operation
100000157457,Yes,1,,1,100000157457_1,Jan-13,8:45,42451,Grain and Field Bean Merchant,001,20,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,N/A,N/A,N/A,Yes,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000165509,Yes,1,,1,100000165509_1,Dec-22,11:20,42471,Petroleum Bulk Stations and Terminals,000,01,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,7,Miles/h,SE,24,D,N/A,N/A,0,0,0,1,0,0,39500,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,Indequate procedures,,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Evaluation of management controls
