facility_accident_id,accident_id,facility_id,date_of_accident,time_accident_began,release_duration,naics_code
100000004746_1,Accident 1,100000004746,July 2021,22:45,004 Hours 00 Minutes,11115
100000004817_1,Accident 1,100000004817,May 2019,01:05,001 Hours 20 Minutes,42491
100000012871_1,Accident 1,100000012871,February 2022,00:00,000 Hours 15 Minutes,311999
100000012871_2,Accident 2,100000012871,June 2017,09:30,000 Hours 06 Minutes,325199
100000012871_3,Accident 3,100000012871,January 2014,13:07,000 Hours 42 Minutes,311999
100000012871_4,Accident 4,100000012871,July 2012,12:50,000 Hours 25 Minutes,311999
100000019847_1,Accident 1,100000019847,December 2019,22:42,000 Hours 38 Minutes,42491
100000036187_1,Accident 1,100000036187,December 2020,09:15,000 Hours 01 Minutes,325311
100000036187_2,Accident 2,100000036187,April 2019,20:00,000 Hours 01 Minutes,325311
100000039175_1,Accident 1,100000039175,February 2021,02:00,000 Hours 01 Minutes,11511
100000047898_1,Accident 1,100000047898,December 2022,16:50,000 Hours 01 Minutes,42491
100000056823_1,Accident 1,100000056823,May 2014,12:30,000 Hours 30 Minutes,42491
100000058073_1,Accident 1,100000058073,September 2017,07:19,004 Hours 30 Minutes,42491
100000059054_1,Accident 1,100000059054,April 2022,06:30,048 Hours 00 Minutes,42491
100000059054_2,Accident 2,100000059054,April 2019,09:26,005 Hours 14 Minutes,42491
100000070497_1,Accident 1,100000070497,February 2022,10:00,000 Hours 01 Minutes,42491
100000070497_2,Accident 2,100000070497,November 2021,08:55,000 Hours 01 Minutes,42491
100000071325_1,Accident 1,100000071325,August 2023,14:00,000 Hours 01 Minutes,42491
100000072128_1,Accident 1,100000072128,October 2023,11:30,002 Hours 49 Minutes,42451
100000075697_1,Accident 1,100000075697,June 2023,13:15,000 Hours 30 Minutes,42491
100000075919_1,Accident 1,100000075919,January 2018,23:00,000 Hours 01 Minutes,32518
100000079684_1,Accident 1,100000079684,August 2011,12:00,000 Hours 02 Minutes,311511
100000084703_1,Accident 1,100000084703,October 2013,17:15,000 Hours 15 Minutes,22131
100000085374_1,Accident 1,100000085374,November 2009,09:23,000 Hours 41 Minutes,42491
100000091456_1,Accident 1,100000091456,September 2018,09:55,012 Hours 55 Minutes,42491
100000091982_1,Accident 1,100000091982,August 1997,05:00,000 Hours 45 Minutes,42291
100000092044_1,Accident 1,100000092044,April 2015,12:10,008 Hours 00 Minutes,42491
100000092222_1,Accident 1,100000092222,August 2007,10:50,000 Hours 03 Minutes,311612
100000092339_1,Accident 1,100000092339,May 2020,05:15,002 Hours 30 Minutes,42491
100000092393_1,Accident 1,100000092393,April 2020,15:55,000 Hours 01 Minutes,42491
100000094943_1,Accident 1,100000094943,April 2014,10:30,000 Hours 01 Minutes,42491
100000095452_1,Accident 1,100000095452,April 2023,11:00,000 Hours 01 Minutes,42451
100000095577_1,Accident 1,100000095577,August 2006,23:00,000 Hours 10 Minutes,42491
100000096638_1,Accident 1,100000096638,October 2017,08:15,000 Hours 01 Minutes,42491
100000099519_1,Accident 1,100000099519,January 2021,10:00,000 Hours 02 Minutes,42491
100000099751_1,Accident 1,100000099751,June 2021,08:00,000 Hours 35 Minutes,42491
100000099797_1,Accident 1,100000099797,May 2017,20:30,000 Hours 25 Minutes,42491
100000099797_2,Accident 2,100000099797,November 2016,13:30,000 Hours 01 Minutes,42491
100000101061_1,Accident 1,100000101061,December 2016,09:55,000 Hours 22 Minutes,325311
100000107341_1,Accident 1,100000107341,October 2009,09:40,004 Hours 30 Minutes,42491
100000107341_2,Accident 2,100000107341,July 2007,06:30,000 Hours 30 Minutes,42491
100000110998_1,Accident 1,100000110998,September 2011,10:30,000 Hours 01 Minutes,22132
100000112362_1,Accident 1,100000112362,October 1996,13:15,000 Hours 45 Minutes,31161
100000114976_1,Accident 1,100000114976,August 2020,13:00,000 Hours 01 Minutes,42491
100000121824_1,Accident 1,100000121824,July 2023,09:45,001 Hours 00 Minutes,42491
100000130477_1,Accident 1,100000130477,August 2018,15:00,000 Hours 01 Minutes,31152
100000134687_1,Accident 1,100000134687,June 2009,13:45,001 Hours 00 Minutes,42491
100000151792_1,Accident 1,100000151792,May 2023,13:50,000 Hours 01 Minutes,42491
100000153353_1,Accident 1,100000153353,March 2015,07:00,000 Hours 20 Minutes,325199
100000154557_1,Accident 1,100000154557,June 2016,11:45,004 Hours 00 Minutes,42491
100000166802_1,Accident 1,100000166802,July 2016,06:30,008 Hours 00 Minutes,42491
100000168043_1,Accident 1,100000168043,June 1997,22:30,002 Hours 00 Minutes,42291
100000173616_1,Accident 1,100000173616,September 2007,01:51,004 Hours 00 Minutes,11511
100000177747_1,Accident 1,100000177747,June 2017,16:13,001 Hours 23 Minutes,311612
100000179326_1,Accident 1,100000179326,December 2001,20:45,000 Hours 45 Minutes,311612
100000189627_1,Accident 1,100000189627,November 2023,09:50,000 Hours 01 Minutes,44422
100000210979_1,Accident 1,100000210979,October 2016,15:22,006 Hours 00 Minutes,325193
100000226294_1,Accident 1,100000226294,March 2019,16:06,019 Hours 00 Minutes,325193
100000228915_1,Accident 1,100000228915,August 2022,09:30,002 Hours 00 Minutes,42491
100000229246_1,Accident 1,100000229246,September 2023,03:35,000 Hours 01 Minutes,325311
100000229246_2,Accident 2,100000229246,September 2023,15:05,001 Hours 21 Minutes,325311
100000235596_1,Accident 1,100000235596,October 2024,06:35,001 Hours 50 Minutes,311991
100000252503_1,Accident 1,100000252503,September 2023,13:50,000 Hours 01 Minutes,32512
100000023583_1,Accident 1,100000023583,August 2015,06:30,002 Hours 30 Minutes,42491
100000023583_2,Accident 2,100000023583,September 2014,06:45,000 Hours 10 Minutes,42491
100000087808_1,Accident 1,100000087808,March 2020,06:30,007 Hours 33 Minutes,32211
100000087808_2,Accident 2,100000087808,January 2020,10:00,012 Hours 44 Minutes,32211
100000087808_3,Accident 3,100000087808,September 2019,07:00,011 Hours 40 Minutes,32211
100000087808_4,Accident 4,100000087808,April 2018,17:10,000 Hours 08 Minutes,32211
100000089931_1,Accident 1,100000089931,April 1997,08:40,000 Hours 10 Minutes,22132
100000132171_1,Accident 1,100000132171,March 1995,10:30,000 Hours 08 Minutes,325188
100000153834_1,Accident 1,100000153834,September 2022,00:35,035 Hours 00 Minutes,325312
100000159883_1,Accident 1,100000159883,July 2020,23:10,003 Hours 25 Minutes,49312
100000002089_1,Accident 1,100000002089,August 1997,08:30,004 Hours 00 Minutes,32511
100000007191_1,Accident 1,100000007191,October 2007,18:30,000 Hours 05 Minutes,42491
100000008172_1,Accident 1,100000008172,July 2023,04:35,003 Hours 45 Minutes,312113
100000014986_1,Accident 1,100000014986,November 2012,08:10,000 Hours 45 Minutes,42491
100000014986_2,Accident 2,100000014986,November 2011,11:00,000 Hours 30 Minutes,42491
100000019669_1,Accident 1,100000019669,September 2009,15:57,000 Hours 33 Minutes,42491
100000019712_1,Accident 1,100000019712,November 1998,17:00,000 Hours 01 Minutes,42291
100000020176_1,Accident 1,100000020176,April 1996,09:00,000 Hours 01 Minutes,42291
100000020782_1,Accident 1,100000020782,April 2022,17:30,000 Hours 01 Minutes,11199
100000022325_1,Accident 1,100000022325,April 2023,18:00,001 Hours 00 Minutes,44422
100000024369_1,Accident 1,100000024369,January 2006,08:15,001 Hours 00 Minutes,42491
100000024671_1,Accident 1,100000024671,November 2004,08:45,000 Hours 01 Minutes,42491
100000033475_1,Accident 1,100000033475,March 2014,17:00,000 Hours 02 Minutes,11115
100000036061_1,Accident 1,100000036061,June 2000,10:00,001 Hours 00 Minutes,42491
100000045159_1,Accident 1,100000045159,August 2012,07:10,000 Hours 02 Minutes,22131
100000045159_2,Accident 2,100000045159,July 2012,08:30,000 Hours 02 Minutes,22131
100000046096_1,Accident 1,100000046096,July 2022,11:00,000 Hours 01 Minutes,311612
100000046096_2,Accident 2,100000046096,June 2019,16:00,000 Hours 30 Minutes,311612
100000048183_1,Accident 1,100000048183,August 2001,12:45,000 Hours 05 Minutes,71311
100000050749_1,Accident 1,100000050749,November 1995,11:15,000 Hours 02 Minutes,32411
100000051301_1,Accident 1,100000051301,October 2023,13:50,125 Hours 00 Minutes,49312
100000051677_1,Accident 1,100000051677,September 2022,06:50,000 Hours 10 Minutes,311225
100000062665_1,Accident 1,100000062665,September 2005,11:45,000 Hours 17 Minutes,311225
100000068829_1,Accident 1,100000068829,July 2023,14:00,001 Hours 00 Minutes,44422
100000073528_1,Accident 1,100000073528,November 2015,08:00,000 Hours 01 Minutes,42491
100000075884_1,Accident 1,100000075884,February 2019,16:26,000 Hours 08 Minutes,32411
100000078523_1,Accident 1,100000078523,September 2023,19:35,000 Hours 01 Minutes,325211
100000081537_1,Accident 1,100000081537,April 2022,12:10,000 Hours 10 Minutes,32552
100000081537_2,Accident 2,100000081537,May 2014,10:30,000 Hours 15 Minutes,32551
100000082117_1,Accident 1,100000082117,March 2000,20:04,000 Hours 30 Minutes,22131
100000088923_1,Accident 1,100000088923,March 2010,08:47,000 Hours 42 Minutes,325193
100000090073_1,Accident 1,100000090073,March 1995,08:30,000 Hours 01 Minutes,42291
100000091063_1,Accident 1,100000091063,November 2021,14:52,000 Hours 01 Minutes,42491
100000095461_1,Accident 1,100000095461,October 2019,08:02,001 Hours 44 Minutes,311612
100000096111_1,Accident 1,100000096111,January 2010,11:00,000 Hours 01 Minutes,42491
100000096111_2,Accident 2,100000096111,January 2010,14:05,000 Hours 30 Minutes,42491
100000097539_1,Accident 1,100000097539,November 2013,12:00,000 Hours 01 Minutes,42491
100000104326_1,Accident 1,100000104326,August 2022,15:50,007 Hours 00 Minutes,42491
100000122002_1,Accident 1,100000122002,February 2024,11:15,000 Hours 01 Minutes,325414
100000125517_1,Accident 1,100000125517,June 2021,15:00,001 Hours 00 Minutes,32518
100000132509_1,Accident 1,100000132509,November 2021,13:30,000 Hours 13 Minutes,32411
100000137719_1,Accident 1,100000137719,February 2021,13:35,002 Hours 09 Minutes,31111
100000139405_1,Accident 1,100000139405,October 1995,13:05,000 Hours 05 Minutes,331315
100000139405_2,Accident 2,100000139405,March 1994,03:45,000 Hours 25 Minutes,331315
100000139405_3,Accident 3,100000139405,February 1994,08:00,152 Hours 00 Minutes,331315
100000140625_1,Accident 1,100000140625,January 2014,10:30,000 Hours 30 Minutes,42491
100000144266_1,Accident 1,100000144266,April 2004,22:45,,325211
100000147842_1,Accident 1,100000147842,October 1996,06:00,000 Hours 02 Minutes,32411
100000148146_1,Accident 1,100000148146,July 2019,13:00,000 Hours 05 Minutes,42491
100000148627_1,Accident 1,100000148627,November 2002,06:45,000 Hours 30 Minutes,42491
100000149804_1,Accident 1,100000149804,May 2007,17:30,000 Hours 10 Minutes,325998
100000157457_1,Accident 1,100000157457,January 2013,08:45,001 Hours 20 Minutes,42451
100000165509_1,Accident 1,100000165509,December 2022,11:20,000 Hours 01 Minutes,42471
100000169015_1,Accident 1,100000169015,July 1999,20:49,001 Hours 26 Minutes,311421
100000169015_2,Accident 2,100000169015,May 1999,17:45,000 Hours 30 Minutes,311421
100000169015_3,Accident 3,100000169015,May 1999,15:15,001 Hours 45 Minutes,311421
100000177569_1,Accident 1,100000177569,October 2022,07:30,115 Hours 00 Minutes,311813
100000185499_1,Accident 1,100000185499,May 2023,10:30,002 Hours 00 Minutes,42491
100000186728_1,Accident 1,100000186728,January 2014,08:00,006 Hours 00 Minutes,325998
100000197306_1,Accident 1,100000197306,March 2015,08:40,000 Hours 10 Minutes,54171
100000198911_1,Accident 1,100000198911,August 2015,08:00,005 Hours 00 Minutes,311991
100000199055_1,Accident 1,100000199055,March 2013,15:02,000 Hours 01 Minutes,42472
100000201989_1,Accident 1,100000201989,August 2007,21:30,000 Hours 04 Minutes,31141
100000205869_1,Accident 1,100000205869,March 2023,11:00,001 Hours 00 Minutes,42469
100000207616_1,Accident 1,100000207616,October 2023,12:05,002 Hours 00 Minutes,311423
100000207616_2,Accident 2,100000207616,January 2022,06:00,009 Hours 00 Minutes,311423
100000214056_1,Accident 1,100000214056,September 2023,19:00,000 Hours 34 Minutes,311423
100000021969_1,Accident 1,100000021969,November 2011,16:35,000 Hours 40 Minutes,11511
100000031921_1,Accident 1,100000031921,June 1997,13:00,000 Hours 01 Minutes,49313
100000034508_1,Accident 1,100000034508,June 2008,07:20,001 Hours 40 Minutes,11511
100000038853_1,Accident 1,100000038853,November 2003,22:35,000 Hours 10 Minutes,331314
100000038853_2,Accident 2,100000038853,October 2002,04:00,000 Hours 05 Minutes,331314
100000038853_3,Accident 3,100000038853,May 2002,10:40,000 Hours 01 Minutes,331314
100000038853_4,Accident 4,100000038853,July 2000,20:45,000 Hours 03 Minutes,331314
100000039228_1,Accident 1,100000039228,September 1996,12:15,000 Hours 35 Minutes,32541
100000050446_1,Accident 1,100000050446,March 2014,20:00,000 Hours 10 Minutes,22132
100000067848_1,Accident 1,100000067848,May 2022,13:50,000 Hours 28 Minutes,31152
100000069294_1,Accident 1,100000069294,September 2012,11:30,000 Hours 03 Minutes,11511
100000072119_1,Accident 1,100000072119,April 1997,16:30,000 Hours 30 Minutes,42269
100000072315_1,Accident 1,100000072315,April 1999,14:45,000 Hours 01 Minutes,22132
100000086426_1,Accident 1,100000086426,August 2022,12:30,000 Hours 58 Minutes,311812
100000090536_1,Accident 1,100000090536,February 1997,13:19,006 Hours 11 Minutes,562211
100000092892_1,Accident 1,100000092892,July 1996,15:30,022 Hours 00 Minutes,333415
100000099403_1,Accident 1,100000099403,January 2016,13:30,004 Hours 00 Minutes,11511
100000099403_2,Accident 2,100000099403,June 2015,08:15,000 Hours 03 Minutes,11511
100000100847_1,Accident 1,100000100847,September 2015,19:30,000 Hours 10 Minutes,11199
100000109633_1,Accident 1,100000109633,March 2022,15:45,000 Hours 10 Minutes,11199
100000129489_1,Accident 1,100000129489,January 2008,19:00,000 Hours 10 Minutes,325998
100000129489_2,Accident 2,100000129489,April 2007,12:35,000 Hours 01 Minutes,325998
100000136756_1,Accident 1,100000136756,March 2023,09:00,000 Hours 01 Minutes,325199
100000136756_2,Accident 2,100000136756,June 2020,18:45,000 Hours 01 Minutes,325199
100000139316_1,Accident 1,100000139316,October 2011,11:53,000 Hours 04 Minutes,32614
100000141866_1,Accident 1,100000141866,April 2016,11:30,001 Hours 30 Minutes,115112
100000145372_1,Accident 1,100000145372,April 1999,10:00,000 Hours 01 Minutes,325199
100000159017_1,Accident 1,100000159017,October 2002,20:30,000 Hours 30 Minutes,325211
100000159017_2,Accident 2,100000159017,May 2001,17:30,000 Hours 10 Minutes,325211
100000165947_1,Accident 1,100000165947,March 1997,07:30,001 Hours 30 Minutes,333613
100000177006_1,Accident 1,100000177006,May 2019,02:35,000 Hours 01 Minutes,221112
100000188888_1,Accident 1,100000188888,March 2012,13:05,000 Hours 15 Minutes,31134
100000209419_1,Accident 1,100000209419,September 2013,21:41,000 Hours 01 Minutes,325199
100000225115_1,Accident 1,100000225115,October 2011,23:30,000 Hours 01 Minutes,11511
100000234249_1,Accident 1,100000234249,March 2019,10:45,000 Hours 01 Minutes,22131
100000003505_1,Accident 1,100000003505,June 2000,11:49,000 Hours 03 Minutes,42291
100000006343_1,Accident 1,100000006343,February 2011,14:00,000 Hours 30 Minutes,42491
100000007707_1,Accident 1,100000007707,February 2017,14:00,000 Hours 02 Minutes,42491
100000009661_1,Accident 1,100000009661,February 2021,14:30,000 Hours 30 Minutes,311611
100000023182_1,Accident 1,100000023182,August 2013,09:45,000 Hours 25 Minutes,42491
100000046363_1,Accident 1,100000046363,May 2004,05:00,000 Hours 15 Minutes,42491
100000047228_1,Accident 1,100000047228,November 2011,16:46,000 Hours 20 Minutes,42491
100000053586_1,Accident 1,100000053586,March 2012,09:25,000 Hours 20 Minutes,42451
100000053737_1,Accident 1,100000053737,April 2015,10:00,000 Hours 45 Minutes,111199
100000056217_1,Accident 1,100000056217,December 1998,02:00,000 Hours 10 Minutes,325311
100000056217_2,Accident 2,100000056217,November 1997,08:15,000 Hours 02 Minutes,325311
100000056217_3,Accident 3,100000056217,October 1997,23:20,000 Hours 05 Minutes,325311
100000056217_4,Accident 4,100000056217,February 1997,22:00,000 Hours 01 Minutes,325311
100000056217_5,Accident 5,100000056217,January 1997,15:05,000 Hours 01 Minutes,53111
100000056217_6,Accident 6,100000056217,July 1996,06:15,000 Hours 20 Minutes,325311
100000056217_7,Accident 7,100000056217,June 1996,12:50,000 Hours 01 Minutes,325311
100000056217_8,Accident 8,100000056217,May 1996,03:30,000 Hours 01 Minutes,325311
100000056217_9,Accident 9,100000056217,July 1995,06:30,002 Hours 00 Minutes,325311
100000056217_10,Accident 10,100000056217,October 1994,05:30,000 Hours 01 Minutes,325311
100000057564_1,Accident 1,100000057564,September 1996,03:00,001 Hours 30 Minutes,22132
100000057564_2,Accident 2,100000057564,June 1996,13:00,001 Hours 30 Minutes,22132
100000078596_1,Accident 1,100000078596,May 2002,17:27,000 Hours 15 Minutes,42491
100000085105_1,Accident 1,100000085105,November 2013,14:00,000 Hours 10 Minutes,325311
100000085631_1,Accident 1,100000085631,January 2019,20:00,000 Hours 05 Minutes,311612
100000106164_1,Accident 1,100000106164,March 2019,08:17,000 Hours 43 Minutes,32411
100000106164_2,Accident 2,100000106164,September 2017,10:59,000 Hours 38 Minutes,32411
100000107699_1,Accident 1,100000107699,June 1997,10:20,000 Hours 01 Minutes,22132
100000107699_2,Accident 2,100000107699,February 1996,10:35,000 Hours 10 Minutes,22132
100000113708_1,Accident 1,100000113708,April 1998,22:30,000 Hours 20 Minutes,42291
100000117116_1,Accident 1,100000117116,August 2000,11:00,000 Hours 01 Minutes,42491
100000120745_1,Accident 1,100000120745,July 2015,05:30,000 Hours 28 Minutes,311999
100000123261_1,Accident 1,100000123261,December 2023,13:10,000 Hours 01 Minutes,42491
100000123724_1,Accident 1,100000123724,March 2017,02:20,003 Hours 03 Minutes,31141
100000130832_1,Accident 1,100000130832,January 2003,21:30,000 Hours 01 Minutes,325188
100000134678_1,Accident 1,100000134678,April 2008,13:45,011 Hours 30 Minutes,42491
100000140992_1,Accident 1,100000140992,November 2020,08:31,000 Hours 01 Minutes,311612
100000193346_1,Accident 1,100000193346,June 2015,03:00,000 Hours 02 Minutes,331314
100000193346_2,Accident 2,100000193346,August 2014,14:30,000 Hours 02 Minutes,331314
100000077034_1,Accident 1,100000077034,December 1998,06:00,000 Hours 05 Minutes,331312
100000084375_1,Accident 1,100000084375,May 2017,01:30,007 Hours 00 Minutes,32411
100000091866_1,Accident 1,100000091866,November 2018,01:23,000 Hours 47 Minutes,32511
100000091866_2,Accident 2,100000091866,November 2015,10:00,000 Hours 01 Minutes,32511
100000097156_1,Accident 1,100000097156,May 1995,17:30,000 Hours 10 Minutes,311612
100000100623_1,Accident 1,100000100623,November 2022,07:15,000 Hours 05 Minutes,22132
100000121879_1,Accident 1,100000121879,March 1997,17:15,000 Hours 15 Minutes,562211
100000137684_1,Accident 1,100000137684,April 2013,08:10,051 Hours 50 Minutes,42491
100000162441_1,Accident 1,100000162441,June 2015,09:00,001 Hours 30 Minutes,42491
100000207732_1,Accident 1,100000207732,August 2017,10:00,000 Hours 01 Minutes,22131
100000002230_1,Accident 1,100000002230,July 2018,03:40,000 Hours 30 Minutes,32411
100000002230_2,Accident 2,100000002230,August 2016,10:42,002 Hours 28 Minutes,32411
100000018269_1,Accident 1,100000018269,July 2004,06:15,004 Hours 00 Minutes,42469
100000039157_1,Accident 1,100000039157,November 2021,00:30,000 Hours 02 Minutes,32411
100000039157_2,Accident 2,100000039157,August 2016,12:05,000 Hours 40 Minutes,32411
100000039157_3,Accident 3,100000039157,November 2014,06:40,000 Hours 50 Minutes,32411
100000042955_1,Accident 1,100000042955,March 1998,11:15,000 Hours 40 Minutes,32512
100000046684_1,Accident 1,100000046684,August 2013,10:54,000 Hours 02 Minutes,42469
100000060612_1,Accident 1,100000060612,September 2006,05:40,008 Hours 30 Minutes,49312
100000061069_1,Accident 1,100000061069,February 2024,14:00,000 Hours 30 Minutes,32512
100000061924_1,Accident 1,100000061924,May 2022,11:20,000 Hours 01 Minutes,42471
100000064146_1,Accident 1,100000064146,April 2022,17:10,007 Hours 52 Minutes,32411
100000064146_2,Accident 2,100000064146,April 2020,00:45,033 Hours 15 Minutes,32411
100000064654_1,Accident 1,100000064654,September 1998,13:30,000 Hours 01 Minutes,211112
100000064841_1,Accident 1,100000064841,June 2007,03:43,005 Hours 17 Minutes,311615
100000065822_1,Accident 1,100000065822,April 2019,14:00,000 Hours 05 Minutes,325199
100000067376_1,Accident 1,100000067376,March 1997,11:30,000 Hours 15 Minutes,99999
100000071227_1,Accident 1,100000071227,December 2001,21:50,000 Hours 02 Minutes,22131
100000071227_2,Accident 2,100000071227,November 1999,19:30,000 Hours 01 Minutes,22131
100000079194_1,Accident 1,100000079194,September 2020,13:30,000 Hours 01 Minutes,32518
100000082457_1,Accident 1,100000082457,June 2018,06:20,000 Hours 04 Minutes,32518
100000082457_2,Accident 2,100000082457,February 2018,14:03,000 Hours 59 Minutes,32518
100000082457_3,Accident 3,100000082457,July 2017,09:01,003 Hours 07 Minutes,32518
100000083018_1,Accident 1,100000083018,July 2003,05:15,000 Hours 27 Minutes,325192
100000083018_2,Accident 2,100000083018,October 1999,16:10,000 Hours 14 Minutes,325192
100000084927_1,Accident 1,100000084927,July 2018,12:00,000 Hours 22 Minutes,325199
100000084927_2,Accident 2,100000084927,August 2017,03:10,000 Hours 41 Minutes,325199
100000085061_1,Accident 1,100000085061,January 2024,01:00,000 Hours 45 Minutes,32518
100000085061_2,Accident 2,100000085061,January 2023,20:10,001 Hours 04 Minutes,325199
100000085061_3,Accident 3,100000085061,December 2022,07:50,003 Hours 10 Minutes,325199
100000085061_4,Accident 4,100000085061,December 2022,10:15,000 Hours 10 Minutes,32518
100000085061_5,Accident 5,100000085061,December 2022,13:20,000 Hours 35 Minutes,32518
100000085061_6,Accident 6,100000085061,July 2022,12:15,001 Hours 30 Minutes,325199
100000085061_7,Accident 7,100000085061,October 2021,10:50,000 Hours 01 Minutes,325199
100000085061_8,Accident 8,100000085061,September 2021,01:30,000 Hours 01 Minutes,32518
100000085061_9,Accident 9,100000085061,May 2021,17:45,000 Hours 03 Minutes,325998
100000085061_10,Accident 10,100000085061,March 2020,20:14,000 Hours 01 Minutes,32518
100000085061_11,Accident 11,100000085061,April 2019,09:30,000 Hours 01 Minutes,32518
100000085061_12,Accident 12,100000085061,May 2017,20:31,000 Hours 12 Minutes,325199
100000085061_13,Accident 13,100000085061,May 2017,20:00,000 Hours 01 Minutes,32518
100000085061_14,Accident 14,100000085061,April 2017,22:30,000 Hours 01 Minutes,32518
100000087997_1,Accident 1,100000087997,July 1995,07:40,000 Hours 20 Minutes,325181
100000089548_1,Accident 1,100000089548,February 2012,01:00,000 Hours 10 Minutes,211112
100000090322_1,Accident 1,100000090322,February 2021,06:50,000 Hours 11 Minutes,325199
100000094211_1,Accident 1,100000094211,February 2023,22:45,000 Hours 01 Minutes,325211
100000099886_1,Accident 1,100000099886,March 2024,05:30,003 Hours 30 Minutes,32511
100000099886_2,Accident 2,100000099886,October 2022,12:30,001 Hours 50 Minutes,32511
100000105726_1,Accident 1,100000105726,August 2023,18:40,033 Hours 18 Minutes,32411
100000105726_2,Accident 2,100000105726,October 2022,00:30,010 Hours 24 Minutes,32411
100000105726_3,Accident 3,100000105726,September 2022,18:40,003 Hours 00 Minutes,32411
100000105726_4,Accident 4,100000105726,February 2022,09:15,003 Hours 06 Minutes,32411
100000105726_5,Accident 5,100000105726,October 2017,11:47,002 Hours 13 Minutes,32411
100000121977_1,Accident 1,100000121977,May 1999,17:30,000 Hours 10 Minutes,22132
100000126446_1,Accident 1,100000126446,February 2021,06:30,001 Hours 00 Minutes,325311
100000130761_1,Accident 1,100000130761,March 2017,15:48,000 Hours 19 Minutes,32211
100000130761_2,Accident 2,100000130761,July 2016,18:02,000 Hours 12 Minutes,32211
100000136523_1,Accident 1,100000136523,July 2023,21:15,031 Hours 45 Minutes,325199
100000136523_2,Accident 2,100000136523,April 2020,00:00,000 Hours 03 Minutes,325199
100000136523_3,Accident 3,100000136523,November 2019,08:06,000 Hours 15 Minutes,325199
100000137158_1,Accident 1,100000137158,July 2001,06:11,003 Hours 35 Minutes,324191
100000137407_1,Accident 1,100000137407,December 1997,05:05,000 Hours 10 Minutes,325211
100000140199_1,Accident 1,100000140199,June 2020,14:10,000 Hours 07 Minutes,32411
100000143882_1,Accident 1,100000143882,July 1998,05:15,001 Hours 30 Minutes,49312
100000144426_1,Accident 1,100000144426,June 2023,14:05,000 Hours 05 Minutes,32512
100000144444_1,Accident 1,100000144444,October 2020,09:00,000 Hours 04 Minutes,325199
100000144471_1,Accident 1,100000144471,October 2020,09:30,000 Hours 22 Minutes,325211
100000146781_1,Accident 1,100000146781,September 2022,09:10,000 Hours 01 Minutes,325199
100000146834_1,Accident 1,100000146834,September 2021,23:10,000 Hours 01 Minutes,325199
100000146969_1,Accident 1,100000146969,August 2020,08:06,000 Hours 17 Minutes,32511
100000156127_1,Accident 1,100000156127,June 2024,06:25,000 Hours 01 Minutes,325211
100000156127_2,Accident 2,100000156127,December 2022,08:15,000 Hours 01 Minutes,325199
100000156127_3,Accident 3,100000156127,May 2022,14:24,000 Hours 12 Minutes,325199
100000156127_4,Accident 4,100000156127,February 2021,13:15,001 Hours 37 Minutes,325199
100000156127_5,Accident 5,100000156127,August 2017,08:50,000 Hours 14 Minutes,32511
100000158688_1,Accident 1,100000158688,July 2016,16:17,001 Hours 32 Minutes,22131
100000165402_1,Accident 1,100000165402,December 2018,09:40,000 Hours 30 Minutes,22131
100000169462_1,Accident 1,100000169462,December 2021,15:00,001 Hours 45 Minutes,32511
100000169462_2,Accident 2,100000169462,September 2020,08:45,000 Hours 12 Minutes,32511
100000169462_3,Accident 3,100000169462,March 2019,15:15,000 Hours 58 Minutes,32511
100000177523_1,Accident 1,100000177523,November 2014,21:10,000 Hours 20 Minutes,32511
100000183954_1,Accident 1,100000183954,July 2006,12:48,000 Hours 42 Minutes,22111
100000185694_1,Accident 1,100000185694,October 2018,20:00,000 Hours 01 Minutes,311911
100000185694_2,Accident 2,100000185694,October 2018,12:15,000 Hours 15 Minutes,311911
100000185694_3,Accident 3,100000185694,December 2015,07:23,000 Hours 27 Minutes,311991
100000185694_4,Accident 4,100000185694,October 2015,08:25,002 Hours 49 Minutes,311412
100000188432_1,Accident 1,100000188432,December 2004,14:15,000 Hours 01 Minutes,49319
100000195059_1,Accident 1,100000195059,August 2017,09:40,000 Hours 02 Minutes,21113
100000200953_1,Accident 1,100000200953,October 2019,17:45,000 Hours 20 Minutes,49319
100000200953_2,Accident 2,100000200953,October 2019,21:00,000 Hours 15 Minutes,49319
100000200953_3,Accident 3,100000200953,April 2019,01:30,000 Hours 15 Minutes,49319
100000215215_1,Accident 1,100000215215,January 2009,09:30,001 Hours 00 Minutes,211112
100000215215_2,Accident 2,100000215215,November 2008,08:00,001 Hours 00 Minutes,211112
100000231536_1,Accident 1,100000231536,May 2022,22:30,000 Hours 01 Minutes,32518
100000231536_2,Accident 2,100000231536,April 2022,20:25,033 Hours 49 Minutes,32518
100000231536_3,Accident 3,100000231536,January 2018,00:15,000 Hours 30 Minutes,32518
100000246049_1,Accident 1,100000246049,January 2020,13:23,000 Hours 17 Minutes,32619
100000246049_2,Accident 2,100000246049,July 2019,19:10,000 Hours 01 Minutes,32511
100000253771_1,Accident 1,100000253771,December 2023,18:15,001 Hours 15 Minutes,32411
100000025803_1,Accident 1,100000025803,September 1995,14:30,002 Hours 30 Minutes,31133
100000034045_1,Accident 1,100000034045,August 2018,15:45,000 Hours 01 Minutes,32615
100000047184_1,Accident 1,100000047184,June 2013,10:10,000 Hours 15 Minutes,22131
