facility_chemical_id,facility_id,chemical_id,program_level
5599,100000224544,1,Program Level 3 process
5600,100000224544,1,Program Level 3 process
5601,100000225062,1,Program Level 3 process
5602,100000225071,1,Program Level 3 process
5603,100000225124,1,Program Level 3 process
5604,100000225302,1,Program Level 3 process
5605,100000225936,1,Program Level 3 process
5606,100000226418,3,Program Level 1 process
5607,100000226418,27,
5608,100000226418,4,
5609,100000226418,12,
5610,100000226418,5,
5611,100000226418,6,
5612,100000226418,28,
5613,100000226454,4,Program Level 1 process
5614,100000226454,5,Program Level 1 process
5615,100000226472,1,Program Level 3 process
5616,100000226506,1,Program Level 3 process
5617,100000226864,1,Program Level 3 process
5618,100000227355,1,Program Level 3 process
5619,100000227747,2,Program Level 3 process
5620,100000227792,2,Program Level 3 process
5621,100000227792,2,Program Level 3 process
5622,100000227792,2,Program Level 3 process
5623,100000227916,1,Program Level 3 process
5624,100000228078,3,Program Level 1 process
5625,100000228078,9,
5626,100000228078,11,
5627,100000228078,4,
5628,100000228078,12,
5629,100000228078,5,
5630,100000228078,6,
5631,100000228096,1,Program Level 3 process
5632,100000228167,1,Program Level 3 process
5633,100000228826,1,Program Level 3 process
5634,100000228951,1,Program Level 3 process
5635,100000228979,1,Program Level 3 process
5636,100000229228,1,Program Level 2 process
5637,100000229807,1,Program Level 3 process
5638,100000229807,1,Program Level 3 process
5639,100000229905,1,Program Level 3 process
5640,100000230127,1,Program Level 3 process
5641,100000230252,1,Program Level 3 process
5642,100000230261,1,Program Level 3 process
5643,100000230323,91,Program Level 3 process
5644,100000230573,7,Program Level 3 process
5645,100000230779,96,Program Level 1 process
5646,100000230779,74,Program Level 1 process
5647,100000230779,95,Program Level 1 process
5648,100000230779,74,Program Level 1 process
5649,100000230779,96,Program Level 1 process
5650,100000230779,95,Program Level 1 process
5651,100000230939,1,Program Level 3 process
5652,100000230957,3,Program Level 3 process
5653,100000230957,6,
5654,100000230966,3,Program Level 2 process
5655,100000230966,6,
5656,100000231144,2,Program Level 3 process
5657,100000231359,1,Program Level 3 process
5658,100000231411,63,Program Level 2 process
5659,100000231554,1,Program Level 3 process
5660,100000232866,1,Program Level 3 process
5661,100000233455,1,Program Level 3 process
5662,100000233696,1,Program Level 3 process
5663,100000233892,1,Program Level 3 process
5664,100000234436,4,Program Level 1 process
5665,100000234436,12,Program Level 1 process
5666,100000234436,5,Program Level 1 process
5667,100000234686,1,Program Level 3 process
5668,100000235177,8,Program Level 3 process
5669,100000235177,24,Program Level 3 process
5670,100000235809,1,Program Level 3 process
5671,100000235818,1,Program Level 3 process
5672,100000235827,1,Program Level 3 process
5673,100000235943,4,Program Level 3 process
5674,100000236103,1,Program Level 3 process
5675,100000236112,1,Program Level 3 process
5676,100000236283,1,Program Level 3 process
5677,100000236602,10,Program Level 3 process
5678,100000236773,1,Program Level 3 process
5679,100000236773,1,Program Level 3 process
5680,100000236844,1,Program Level 3 process
5681,100000237175,25,Program Level 1 process
5682,100000237727,1,Program Level 3 process
5683,100000237807,7,Program Level 3 process
5684,100000237905,4,Program Level 3 process
5685,100000237987,7,Program Level 3 process
5686,100000238227,1,Program Level 3 process
5687,100000238236,1,Program Level 3 process
5688,100000238511,1,Program Level 3 process
5689,100000238815,13,Program Level 3 process
5690,100000238842,1,Program Level 3 process
5691,100000238842,1,Program Level 3 process
5692,100000239057,3,Program Level 3 process
5693,100000239057,9,
5694,100000239057,10,
5695,100000239057,11,
5696,100000239057,4,
5697,100000239057,12,
5698,100000239057,5,
5699,100000239057,6,
5700,100000239128,1,Program Level 3 process
5701,100000239137,1,Program Level 3 process
5702,100000239547,1,Program Level 3 process
5703,100000240081,2,Program Level 3 process
5704,100000240081,2,Program Level 3 process
5705,100000240081,2,Program Level 3 process
5706,100000240321,93,Program Level 2 process
5707,100000240474,4,Program Level 3 process
5708,100000240606,1,Program Level 3 process
5709,100000240848,1,Program Level 3 process
5710,100000241856,1,Program Level 3 process
5711,100000241927,14,Program Level 3 process
5712,100000241936,14,Program Level 3 process
5713,100000242196,1,Program Level 3 process
5714,100000242203,1,Program Level 3 process
5715,100000242212,1,Program Level 3 process
5716,100000242329,1,Program Level 3 process
5717,100000242329,1,Program Level 3 process
5718,100000242365,1,Program Level 3 process
5719,100000242579,1,Program Level 3 process
5720,100000242775,3,Program Level 3 process
5721,100000242775,9,
5722,100000242775,4,
5723,100000242775,12,
5724,100000242775,5,
5725,100000242775,6,
5726,100000242775,34,
5727,100000243104,1,Program Level 3 process
5728,100000243275,2,Program Level 3 process
5729,100000243319,1,Program Level 3 process
5730,100000243346,1,Program Level 3 process
5731,100000243426,1,Program Level 3 process
5732,100000244069,8,Program Level 3 process
5733,100000244069,1,Program Level 3 process
5734,100000245013,4,Program Level 3 process
5735,100000245013,12,Program Level 3 process
5736,100000245013,5,Program Level 3 process
5737,100000245157,8,Program Level 1 process
5738,100000245326,1,Program Level 3 process
5739,100000245335,4,Program Level 3 process
5740,100000245335,5,Program Level 3 process
5741,100000245601,10,Program Level 3 process
5742,100000246156,3,Program Level 1 process
5743,100000246156,4,
5744,100000246156,12,
5745,100000246156,5,
5746,100000246156,3,Program Level 1 process
5747,100000246156,4,
5748,100000246156,12,
5749,100000246156,5,
5750,100000246316,1,Program Level 3 process
5751,100000246566,5,Program Level 3 process
5752,100000246646,2,Program Level 3 process
5753,100000246646,1,Program Level 3 process
5754,100000246986,3,Program Level 3 process
5755,100000246986,10,
5756,100000246986,11,
5757,100000246986,4,
5758,100000246986,13,
5759,100000247146,4,Program Level 3 process
5760,100000247155,4,Program Level 3 process
5761,100000247155,5,Program Level 3 process
5762,100000247672,1,Program Level 3 process
5763,100000247912,1,Program Level 3 process
5764,100000248172,1,Program Level 3 process
5765,100000248387,4,Program Level 1 process
5766,100000248387,12,Program Level 1 process
5767,100000248387,5,Program Level 1 process
5768,100000248403,1,Program Level 3 process
5769,100000248617,13,Program Level 3 process
5770,100000248797,7,Program Level 3 process
5771,100000249037,1,Program Level 3 process
5772,100000249055,2,Program Level 2 process
5773,100000249108,1,Program Level 3 process
5774,100000249288,7,Program Level 3 process
5775,100000249288,24,Program Level 3 process
5776,100000249705,14,Program Level 3 process
5777,100000249705,4,Program Level 3 process
5778,100000249705,5,Program Level 3 process
5779,100000250881,1,Program Level 3 process
5780,100000251746,4,Program Level 3 process
5781,100000251997,1,Program Level 3 process
5782,100000252594,4,Program Level 3 process
5783,100000252656,12,Program Level 1 process
5784,100000252665,1,Program Level 3 process
5785,100000252665,1,Program Level 3 process
5786,100000253307,1,Program Level 3 process
5787,100000253539,2,Program Level 2 process
5788,100000254039,1,Program Level 3 process
5789,100000254814,1,Program Level 3 process
5790,100000255779,1,Program Level 3 process
5791,100000255813,1,Program Level 3 process
5792,100000000795,2,Program Level 2 process
5793,100000003569,4,Program Level 2 process
5794,100000003578,4,Program Level 2 process
5795,100000006254,10,Program Level 1 process
5796,100000007173,2,Program Level 2 process
5797,100000008056,1,Program Level 2 process
5798,100000008207,1,Program Level 2 process
5799,100000008216,1,Program Level 2 process
5800,100000008225,1,Program Level 2 process
5801,100000008252,7,Program Level 3 process
5802,100000008804,1,Program Level 2 process
5803,100000009135,1,Program Level 2 process
5804,100000009144,1,Program Level 2 process
5805,100000009153,1,Program Level 2 process
5806,100000009162,1,Program Level 2 process
5807,100000009171,1,Program Level 2 process
5808,100000009206,1,Program Level 2 process
5809,100000009215,1,Program Level 2 process
5810,100000009224,1,Program Level 2 process
5811,100000009242,1,Program Level 2 process
5812,100000009448,1,Program Level 2 process
5813,100000012933,1,Program Level 2 process
5814,100000014129,1,Program Level 2 process
5815,100000014138,1,Program Level 2 process
5816,100000014165,1,Program Level 2 process
5817,100000014842,1,Program Level 3 process
5818,100000015761,1,Program Level 2 process
5819,100000015798,1,Program Level 2 process
5820,100000015958,1,Program Level 2 process
5821,100000018937,2,Program Level 3 process
5822,100000019071,3,Program Level 2 process
5823,100000019071,10,
5824,100000019071,11,
5825,100000019071,4,
5826,100000019071,5,
5827,100000019142,2,Program Level 3 process
5828,100000019142,1,Program Level 2 process
5829,100000019188,2,Program Level 3 process
5830,100000019277,3,Program Level 2 process
5831,100000019277,10,
5832,100000019277,11,
5833,100000019277,4,
5834,100000019277,5,
5835,100000019641,3,Program Level 1 process
5836,100000019641,10,
5837,100000019641,11,
5838,100000019641,4,
5839,100000019641,5,
5840,100000019749,4,Program Level 1 process
5841,100000019749,3,Program Level 1 process
5842,100000019749,10,
5843,100000019749,11,
5844,100000019749,4,
5845,100000019749,5,
5846,100000020764,7,Program Level 3 process
5847,100000020924,1,Program Level 2 process
5848,100000020942,1,Program Level 2 process
5849,100000022101,1,Program Level 2 process
5850,100000022717,1,Program Level 2 process
5851,100000024742,1,Program Level 3 process
5852,100000025625,1,Program Level 3 process
5853,100000025983,7,Program Level 2 process
5854,100000025983,2,Program Level 2 process
5855,100000029257,32,Program Level 3 process
5856,100000029284,1,Program Level 3 process
5857,100000030432,2,Program Level 2 process
5858,100000031422,2,Program Level 2 process
5859,100000032154,1,Program Level 2 process
5860,100000032966,1,Program Level 2 process
5861,100000033199,1,Program Level 2 process
5862,100000033572,2,Program Level 2 process
5863,100000033938,2,Program Level 2 process
5864,100000033938,7,Program Level 2 process
5865,100000034081,2,Program Level 2 process
5866,100000034081,2,Program Level 2 process
5867,100000034081,2,Program Level 2 process
5868,100000034786,2,Program Level 2 process
5869,100000034839,2,Program Level 2 process
5870,100000034839,2,Program Level 2 process
5871,100000035552,7,Program Level 2 process
5872,100000035552,2,Program Level 2 process
5873,100000037239,2,Program Level 2 process
5874,100000040298,27,Program Level 3 process
5875,100000040699,1,Program Level 2 process
5876,100000040868,3,Program Level 2 process
5877,100000040868,9,
5878,100000040868,10,
5879,100000040868,11,
5880,100000040868,4,
5881,100000040868,12,
5882,100000040868,5,
5883,100000040868,6,
5884,100000040886,8,Program Level 2 process
5885,100000040886,24,Program Level 2 process
5886,100000040886,1,Program Level 2 process
5887,100000040886,1,Program Level 3 process
5888,100000040886,1,Program Level 3 process
5889,100000040948,52,Program Level 2 process
5890,100000041581,1,Program Level 2 process
5891,100000041643,1,Program Level 3 process
5892,100000042143,1,Program Level 2 process
5893,100000042429,1,Program Level 2 process
5894,100000043151,2,Program Level 2 process
5895,100000043231,1,Program Level 2 process
5896,100000043712,2,Program Level 2 process
5897,100000043981,1,Program Level 2 process
5898,100000044445,2,Program Level 2 process
5899,100000045569,2,Program Level 2 process
5900,100000046728,1,Program Level 2 process
5901,100000047246,1,Program Level 2 process
5902,100000049388,8,Program Level 1 process
5903,100000049388,29,Program Level 1 process
5904,100000049388,54,Program Level 1 process
5905,100000050927,105,Program Level 2 process
5906,100000050927,54,Program Level 2 process
5907,100000051123,1,Program Level 2 process
5908,100000051285,2,Program Level 2 process
5909,100000051962,4,Program Level 3 process
5910,100000051971,37,Program Level 3 process
5911,100000051971,3,Program Level 3 process
5912,100000051971,33,
5913,100000051971,9,
5914,100000051971,10,
5915,100000051971,11,
5916,100000051971,4,
5917,100000051971,12,
5918,100000051971,5,
5919,100000051971,83,
5920,100000051971,6,
5921,100000051971,17,
5922,100000051971,97,
5923,100000051971,98,
5924,100000051971,13,
5925,100000051971,44,
5926,100000052765,1,Program Level 2 process
5927,100000052765,1,Program Level 2 process
5928,100000054861,2,Program Level 3 process
5929,100000054978,1,Program Level 3 process
5930,100000055753,2,Program Level 2 process
5931,100000057537,29,Program Level 3 process
5932,100000057537,2,Program Level 3 process
5933,100000057715,7,Program Level 2 process
5934,100000057715,2,Program Level 2 process
5935,100000059839,1,Program Level 3 process
5936,100000060239,3,Program Level 3 process
5937,100000060239,9,
5938,100000060239,10,
5939,100000060239,11,
5940,100000060239,4,
5941,100000060239,12,
5942,100000060239,5,
5943,100000060239,6,
5944,100000060408,3,Program Level 3 process
5945,100000060408,9,
5946,100000060408,10,
5947,100000060408,11,
5948,100000060408,4,
5949,100000060408,12,
5950,100000060408,5,
5951,100000060408,6,
5952,100000060471,3,Program Level 3 process
5953,100000060471,9,
5954,100000060471,10,
5955,100000060471,11,
5956,100000060471,4,
5957,100000060471,12,
5958,100000060471,5,
5959,100000060471,6,
5960,100000063343,4,Program Level 3 process
5961,100000063343,3,Program Level 3 process
5962,100000063343,9,
5963,100000063343,10,
5964,100000063343,11,
5965,100000063343,4,
5966,100000063343,12,
5967,100000063343,5,
5968,100000063343,6,
5969,100000063566,1,Program Level 2 process
5970,100000064814,4,Program Level 3 process
5971,100000064814,4,Program Level 3 process
5972,100000064814,3,Program Level 3 process
5973,100000064814,9,
5974,100000064814,10,
5975,100000064814,11,
5976,100000064814,4,
5977,100000064814,12,
5978,100000064814,5,
5979,100000064814,6,
5980,100000064814,3,Program Level 3 process
5981,100000064814,9,
5982,100000064814,10,
5983,100000064814,11,
5984,100000064814,4,
5985,100000064814,12,
5986,100000064814,5,
5987,100000064921,4,Program Level 3 process
5988,100000064921,3,Program Level 3 process
5989,100000064921,9,
5990,100000064921,10,
5991,100000064921,11,
5992,100000064921,4,
5993,100000064921,12,
5994,100000064921,5,
5995,100000064921,6,
5996,100000065975,2,Program Level 3 process
5997,100000066199,2,Program Level 2 process
5998,100000067517,4,Program Level 3 process
5999,100000067517,5,Program Level 3 process
6000,100000067517,3,Program Level 3 process
6001,100000067517,9,
6002,100000067517,10,
6003,100000067517,11,
6004,100000067517,4,
6005,100000067517,12,
6006,100000067517,5,
6007,100000067517,6,
6008,100000070558,2,Program Level 2 process
6009,100000071708,2,Program Level 2 process
6010,100000072468,1,Program Level 2 process
6011,100000072538,2,Program Level 2 process
6012,100000072556,1,Program Level 2 process
6013,100000072645,1,Program Level 2 process
6014,100000072814,1,Program Level 2 process
6015,100000072896,1,Program Level 2 process
6016,100000072976,1,Program Level 2 process
6017,100000073047,1,Program Level 2 process
6018,100000073145,1,Program Level 2 process
6019,100000073207,1,Program Level 2 process
6020,100000073421,4,Program Level 2 process
6021,100000073546,1,Program Level 2 process
6022,100000073859,1,Program Level 2 process
6023,100000074322,1,Program Level 2 process
6024,100000074386,2,Program Level 2 process
6025,100000074395,1,Program Level 2 process
6026,100000074466,1,Program Level 2 process
6027,100000074581,1,Program Level 2 process
6028,100000074652,1,Program Level 2 process
6029,100000074723,1,Program Level 3 process
6030,100000074956,2,Program Level 2 process
6031,100000075241,1,Program Level 2 process
6032,100000075287,1,Program Level 2 process
6033,100000075517,10,Program Level 3 process
6034,100000075517,11,Program Level 3 process
6035,100000075517,4,Program Level 3 process
6036,100000075517,3,Program Level 3 process
6037,100000075517,9,
6038,100000075517,12,
6039,100000075517,5,
6040,100000075517,6,
6041,100000075651,1,Program Level 2 process
6042,100000075651,1,Program Level 2 process
6043,100000075651,2,Program Level 2 process
6044,100000076552,33,Program Level 3 process
6045,100000076552,4,Program Level 3 process
6046,100000076552,3,Program Level 3 process
6047,100000076552,9,
6048,100000076552,10,
6049,100000076552,11,
6050,100000076552,4,
6051,100000076552,12,
6052,100000076552,5,
6053,100000076552,6,
6054,100000076874,1,Program Level 3 process
6055,100000077454,2,Program Level 2 process
6056,100000077551,1,Program Level 2 process
6057,100000077604,1,Program Level 2 process
6058,100000077659,1,Program Level 2 process
6059,100000078925,3,Program Level 3 process
6060,100000078925,9,
6061,100000078925,11,
6062,100000078925,4,
6063,100000078925,12,
6064,100000078925,5,
6065,100000078925,6,
6066,100000079069,2,Program Level 2 process
6067,100000079283,1,Program Level 2 process
6068,100000079354,1,Program Level 2 process
6069,100000079942,4,Program Level 3 process
6070,100000079942,3,Program Level 3 process
6071,100000079942,9,
6072,100000079942,10,
6073,100000079942,11,
6074,100000079942,4,
6075,100000079942,12,
6076,100000079942,5,
6077,100000079942,6,
6078,100000080011,1,Program Level 3 process
6079,100000080191,3,Program Level 1 process
6080,100000080191,11,
6081,100000080191,4,
6082,100000080191,5,
6083,100000080191,6,
6084,100000080404,1,Program Level 2 process
6085,100000081868,1,Program Level 3 process
6086,100000082581,1,Program Level 3 process
6087,100000083214,3,Program Level 1 process
6088,100000083214,9,
6089,100000083214,10,
6090,100000083214,11,
6091,100000083214,4,
6092,100000083214,12,
6093,100000083214,5,
6094,100000083214,6,
6095,100000083795,4,Program Level 3 process
6096,100000083795,3,Program Level 3 process
6097,100000083795,9,
6098,100000083795,10,
6099,100000083795,11,
6100,100000083795,4,
6101,100000083795,12,
6102,100000083795,5,
6103,100000083795,6,
6104,100000084473,7,Program Level 3 process
6105,100000084473,1,Program Level 3 process
6106,100000084473,2,Program Level 3 process
6107,100000084641,1,Program Level 2 process
6108,100000087372,1,Program Level 2 process
6109,100000087737,7,Program Level 2 process
6110,100000087737,2,Program Level 2 process
6111,100000092534,2,Program Level 2 process
6112,100000093739,4,Program Level 3 process
6113,100000093739,5,Program Level 3 process
6114,100000093739,3,Program Level 3 process
6115,100000093739,9,
6116,100000093739,10,
6117,100000093739,11,
6118,100000093739,4,
6119,100000093739,12,
6120,100000093739,5,
6121,100000093739,6,
6122,100000101864,7,Program Level 2 process
6123,100000101864,2,Program Level 2 process
6124,100000102104,1,Program Level 3 process
6125,100000102202,1,Program Level 3 process
6126,100000102453,10,Program Level 3 process
6127,100000102453,11,Program Level 3 process
6128,100000102453,4,Program Level 3 process
6129,100000102453,3,Program Level 3 process
6130,100000102453,9,
6131,100000102453,10,
6132,100000102453,11,
6133,100000102453,4,
6134,100000102453,12,
6135,100000102453,5,
6136,100000102453,6,
6137,100000102453,3,Program Level 3 process
6138,100000102453,12,
6139,100000102453,5,
6140,100000102578,3,Program Level 1 process
6141,100000102578,11,
6142,100000102578,4,
6143,100000102578,5,
6144,100000102578,6,
6145,100000102934,1,Program Level 2 process
6146,100000102934,1,Program Level 2 process
6147,100000103023,2,Program Level 2 process
6148,100000103158,1,Program Level 2 process
6149,100000103489,2,Program Level 3 process
6150,100000103844,2,Program Level 2 process
6151,100000104344,1,Program Level 3 process
6152,100000106556,1,Program Level 2 process
6153,100000106976,4,Program Level 1 process
6154,100000106976,3,Program Level 1 process
6155,100000106976,9,
6156,100000106976,10,
6157,100000106976,11,
6158,100000106976,4,
6159,100000106976,12,
6160,100000106976,5,
6161,100000106976,6,
6162,100000107056,1,Program Level 2 process
6163,100000107779,2,Program Level 2 process
6164,100000107993,3,Program Level 1 process
6165,100000107993,9,
6166,100000107993,10,
6167,100000107993,11,
6168,100000107993,4,
6169,100000107993,12,
6170,100000107993,5,
6171,100000107993,6,
6172,100000108439,2,Program Level 2 process
6173,100000111684,1,Program Level 2 process
6174,100000112184,4,Program Level 3 process
6175,100000112184,5,Program Level 3 process
6176,100000112291,2,Program Level 2 process
6177,100000112344,2,Program Level 2 process
6178,100000112479,1,Program Level 2 process
6179,100000115298,3,Program Level 1 process
6180,100000115298,9,
6181,100000115298,10,
6182,100000115298,11,
6183,100000115298,4,
6184,100000115298,12,
6185,100000115298,5,
6186,100000115298,6,
6187,100000115305,1,Program Level 2 process
6188,100000118632,1,Program Level 3 process
6189,100000119347,3,Program Level 3 process
6190,100000119347,9,
6191,100000119347,10,
6192,100000119347,11,
6193,100000119347,4,
6194,100000119347,12,
6195,100000119347,5,
6196,100000119347,6,
6197,100000119347,76,
6198,100000119347,85,
6199,100000119347,3,Program Level 3 process
6200,100000119347,10,
6201,100000119347,11,
6202,100000119347,4,
6203,100000119347,12,
6204,100000119347,5,
6205,100000119347,17,
6206,100000119347,13,
6207,100000119347,85,
6208,100000119347,44,
6209,100000119347,3,Program Level 3 process
6210,100000119347,9,
6211,100000119347,11,
6212,100000119347,4,
6213,100000119347,12,
6214,100000119347,5,
6215,100000119347,6,
6216,100000119347,76,
6217,100000119347,103,
6218,100000119347,85,
6219,100000119347,3,Program Level 3 process
6220,100000119347,10,
6221,100000119347,11,
6222,100000119347,4,
6223,100000119347,12,
6224,100000119347,5,
6225,100000119347,17,
6226,100000119347,13,
6227,100000119347,85,
6228,100000119347,44,
6229,100000119347,3,Program Level 3 process
6230,100000119347,9,
6231,100000119347,11,
6232,100000119347,4,
6233,100000119347,12,
6234,100000119347,5,
6235,100000119347,6,
6236,100000119347,76,
6237,100000119347,17,
6238,100000119347,85,
6239,100000119347,3,Program Level 3 process
6240,100000119347,9,
6241,100000119347,10,
6242,100000119347,11,
6243,100000119347,4,
6244,100000119347,12,
6245,100000119347,5,
6246,100000119347,6,
6247,100000119347,85,
6248,100000119347,3,Program Level 3 process
6249,100000119347,9,
6250,100000119347,4,
6251,100000119347,12,
6252,100000119347,5,
6253,100000119347,76,
6254,100000119347,17,
6255,100000119347,106,
6256,100000119347,103,
6257,100000119347,85,
6258,100000120647,70,Program Level 2 process
6259,100000121478,2,Program Level 2 process
6260,100000122654,2,Program Level 2 process
6261,100000124073,1,Program Level 3 process
6262,100000125081,1,Program Level 2 process
6263,100000127034,1,Program Level 3 process
6264,100000127588,3,Program Level 2 process
6265,100000127588,9,
6266,100000127588,10,
6267,100000127588,11,
6268,100000127588,4,
6269,100000127588,12,
6270,100000127588,5,
6271,100000127588,6,
6272,100000127668,2,Program Level 2 process
6273,100000128621,1,Program Level 3 process
6274,100000129746,1,Program Level 2 process
6275,100000130887,54,Program Level 3 process
6276,100000130887,65,Program Level 3 process
6277,100000130887,20,Program Level 3 process
6278,100000131902,2,Program Level 2 process
6279,100000131911,1,Program Level 3 process
6280,100000135187,3,Program Level 1 process
6281,100000135187,9,
6282,100000135187,10,
6283,100000135187,11,
6284,100000135187,4,
6285,100000135187,12,
6286,100000135187,5,
6287,100000135187,6,
6288,100000135221,3,Program Level 2 process
6289,100000135221,9,
6290,100000135221,10,
6291,100000135221,11,
6292,100000135221,4,
6293,100000135221,12,
6294,100000135221,5,
6295,100000135221,6,
6296,100000135427,3,Program Level 1 process
6297,100000135427,9,
6298,100000135427,10,
6299,100000135427,11,
6300,100000135427,4,
6301,100000135427,12,
6302,100000135427,5,
6303,100000135427,6,
6304,100000135702,4,Program Level 3 process
6305,100000135702,5,Program Level 3 process
6306,100000135702,6,Program Level 3 process
6307,100000135702,3,Program Level 3 process
6308,100000135702,11,
6309,100000135702,4,
6310,100000135702,5,
6311,100000135702,6,
6312,100000138521,3,Program Level 1 process
6313,100000138521,9,
6314,100000138521,10,
6315,100000138521,11,
6316,100000138521,4,
6317,100000138521,12,
6318,100000138521,5,
6319,100000138521,6,
6320,100000139735,2,Program Level 3 process
6321,100000139735,1,Program Level 3 process
6322,100000140448,1,Program Level 3 process
6323,100000141385,2,Program Level 2 process
6324,100000142259,3,Program Level 1 process
6325,100000142259,9,
6326,100000142259,10,
6327,100000142259,11,
6328,100000142259,4,
6329,100000142259,12,
6330,100000142259,5,
6331,100000142259,6,
6332,100000144177,1,Program Level 3 process
6333,100000144569,1,Program Level 3 process
6334,100000144952,1,Program Level 3 process
6335,100000146184,3,Program Level 1 process
6336,100000146184,9,
6337,100000146184,10,
6338,100000146184,11,
6339,100000146184,4,
6340,100000146184,12,
6341,100000146184,5,
6342,100000146184,6,
6343,100000146228,3,Program Level 2 process
6344,100000146228,9,
6345,100000146228,10,
6346,100000146228,11,
6347,100000146228,4,
6348,100000146228,12,
6349,100000146228,5,
6350,100000146228,6,
6351,100000146629,3,Program Level 1 process
6352,100000146629,9,
6353,100000146629,10,
6354,100000146629,11,
6355,100000146629,4,
6356,100000146629,12,
6357,100000146629,5,
6358,100000146629,6,
6359,100000146889,2,Program Level 2 process
6360,100000147511,24,Program Level 3 process
6361,100000148805,1,Program Level 3 process
6362,100000148805,1,Program Level 3 process
6363,100000148805,1,Program Level 3 process
6364,100000148805,1,Program Level 3 process
6365,100000148805,1,Program Level 2 process
6366,100000150196,1,Program Level 2 process
6367,100000150677,1,Program Level 2 process
6368,100000150828,2,Program Level 2 process
6369,100000153013,1,Program Level 2 process
6370,100000153273,2,Program Level 2 process
6371,100000153549,2,Program Level 2 process
6372,100000154138,2,Program Level 2 process
6373,100000154744,1,Program Level 3 process
6374,100000155752,1,Program Level 3 process
6375,100000156092,2,Program Level 2 process
6376,100000156118,3,Program Level 3 process
6377,100000156118,9,
6378,100000156118,10,
6379,100000156118,11,
6380,100000156118,4,
6381,100000156118,12,
6382,100000156118,5,
6383,100000156118,6,
6384,100000156476,2,Program Level 2 process
6385,100000156494,2,Program Level 2 process
6386,100000156582,2,Program Level 3 process
6387,100000156779,2,Program Level 2 process
6388,100000157279,1,Program Level 2 process
6389,100000157885,2,Program Level 2 process
6390,100000157885,7,Program Level 2 process
6391,100000158955,1,Program Level 3 process
6392,100000160121,1,Program Level 3 process
6393,100000160309,1,Program Level 2 process
6394,100000160363,1,Program Level 2 process
6395,100000161246,1,Program Level 2 process
6396,100000162245,1,Program Level 2 process
6397,100000162664,1,Program Level 2 process
6398,100000163636,1,Program Level 2 process
6399,100000163761,2,Program Level 2 process
6400,100000163912,2,Program Level 2 process
6401,100000164207,1,Program Level 2 process
6402,100000165073,1,Program Level 2 process
6403,100000166072,4,Program Level 1 process
6404,100000167909,1,Program Level 2 process
6405,100000168374,1,Program Level 3 process
6406,100000169603,2,Program Level 3 process
6407,100000170824,1,Program Level 2 process
6408,100000172412,1,Program Level 2 process
6409,100000172573,3,Program Level 1 process
6410,100000172573,9,
6411,100000172573,10,
6412,100000172573,12,
6413,100000172573,5,
6414,100000172573,6,
6415,100000172582,3,Program Level 1 process
6416,100000172582,9,
6417,100000172582,10,
6418,100000172582,11,
6419,100000172582,4,
6420,100000172582,12,
6421,100000172582,5,
6422,100000172582,6,
6423,100000172591,3,Program Level 1 process
6424,100000172591,9,
6425,100000172591,10,
6426,100000172591,11,
6427,100000172591,4,
6428,100000172591,12,
6429,100000172591,5,
6430,100000172591,6,
6431,100000172608,3,Program Level 3 process
6432,100000172608,9,
6433,100000172608,10,
6434,100000172608,11,
6435,100000172608,4,
6436,100000172608,12,
6437,100000172608,5,
6438,100000172608,6,
6439,100000172617,3,Program Level 1 process
6440,100000172617,9,
6441,100000172617,10,
6442,100000172617,11,
6443,100000172617,4,
6444,100000172617,12,
6445,100000172617,5,
6446,100000172617,6,
6447,100000172626,3,Program Level 3 process
6448,100000172626,9,
6449,100000172626,10,
6450,100000172626,11,
6451,100000172626,4,
6452,100000172626,12,
6453,100000172626,5,
6454,100000172626,6,
6455,100000172797,1,Program Level 2 process
6456,100000173741,2,Program Level 2 process
6457,100000176481,1,Program Level 3 process
6458,100000176766,105,Program Level 3 process
6459,100000176775,3,Program Level 3 process
6460,100000176775,9,
6461,100000176775,10,
6462,100000176775,11,
6463,100000176775,4,
6464,100000176775,12,
6465,100000176775,5,
6466,100000176775,6,
6467,100000177355,1,Program Level 3 process
6468,100000177417,4,Program Level 3 process
6469,100000177417,3,Program Level 3 process
6470,100000177417,9,
6471,100000177417,10,
6472,100000177417,11,
6473,100000177417,4,
6474,100000177417,12,
6475,100000177417,5,
6476,100000177417,6,
6477,100000177774,4,Program Level 1 process
6478,100000177836,29,Program Level 3 process
6479,100000177836,2,Program Level 3 process
6480,100000178611,3,Program Level 1 process
6481,100000178611,9,
6482,100000178611,10,
6483,100000178611,11,
6484,100000178611,4,
6485,100000178611,12,
6486,100000178611,5,
6487,100000178611,6,
6488,100000178611,3,Program Level 1 process
6489,100000178611,9,
6490,100000178611,10,
6491,100000178611,11,
6492,100000178611,4,
6493,100000178611,12,
6494,100000178611,5,
6495,100000178611,6,
6496,100000179022,3,Program Level 2 process
6497,100000179022,9,
6498,100000179022,10,
6499,100000179022,11,
6500,100000179022,4,
6501,100000179022,12,
6502,100000179022,5,
6503,100000179022,6,
6504,100000179022,34,
6505,100000179558,1,Program Level 3 process
6506,100000180298,1,Program Level 2 process
6507,100000180868,9,Program Level 3 process
6508,100000180868,6,Program Level 3 process
6509,100000181206,9,Program Level 3 process
6510,100000181206,6,Program Level 3 process
6511,100000181572,4,Program Level 3 process
6512,100000181572,3,Program Level 3 process
