EPA Facility ID,Has Accident,Accident Count,Accident Details
1E+11,Yes,1,"[{'Date of Accident': 'April 2021', 'NAICS Code of Process Involved': '32552'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 1994', 'NAICS Code of Process Involved': '32532'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 1997', 'NAICS Code of Process Involved': '311821'}]"
1E+11,Yes,7,"[{'Date of Accident': 'June 2000', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'May 2000', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'January 2000', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'April 1999', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'April 1999', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'February 1999', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'October 1998', 'NAICS Code of Process Involved': '32212'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2001', 'NAICS Code of Process Involved': '212324'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2023', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2015', 'NAICS Code of Process Involved': '311991'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '311813'}]"
1E+11,Yes,3,"[{'Date of Accident': 'September 2007', 'NAICS Code of Process Involved': '325131'}, {'Date of Accident': 'April 2007', 'NAICS Code of Process Involved': '325131'}, {'Date of Accident': 'July 2004', 'NAICS Code of Process Involved': '325131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 1995', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2022', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2003', 'NAICS Code of Process Involved': '311511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,3,"[{'Date of Accident': 'May 2005', 'NAICS Code of Process Involved': '311615'}, {'Date of Accident': 'November 2003', 'NAICS Code of Process Involved': '311615'}, {'Date of Accident': 'November 2002', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '42441'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2014', 'NAICS Code of Process Involved': '31192'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '42471'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '31141'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2022', 'NAICS Code of Process Involved': '22121'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2010', 'NAICS Code of Process Involved': '221112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2016', 'NAICS Code of Process Involved': '54171'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2016', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2023', 'NAICS Code of Process Involved': '311611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2021', 'NAICS Code of Process Involved': '11115'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,4,"[{'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '311999'}, {'Date of Accident': 'June 2017', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'January 2014', 'NAICS Code of Process Involved': '311999'}, {'Date of Accident': 'July 2012', 'NAICS Code of Process Involved': '311999'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2019', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'December 2020', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2017', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 2022', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'November 2021', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2023', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2023', 'NAICS Code of Process Involved': '42451'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2023', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2018', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2011', 'NAICS Code of Process Involved': '311511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2013', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2009', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2018', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 1997', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2015', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2007', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2020', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2020', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2023', 'NAICS Code of Process Involved': '42451'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2006', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2017', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2021', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'November 2016', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2016', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,2,"[{'Date of Accident': 'October 2009', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'July 2007', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2011', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 1996', 'NAICS Code of Process Involved': '31161'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2023', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2018', 'NAICS Code of Process Involved': '31152'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2009', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2015', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2016', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2016', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 1997', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2007', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2017', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2001', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2023', 'NAICS Code of Process Involved': '44422'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2016', 'NAICS Code of Process Involved': '325193'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '325193'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2022', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2024', 'NAICS Code of Process Involved': '311991'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,2,"[{'Date of Accident': 'August 2015', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'September 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,4,"[{'Date of Accident': 'March 2020', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'January 2020', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'September 2019', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'April 2018', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 1997', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 1995', 'NAICS Code of Process Involved': '325188'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2022', 'NAICS Code of Process Involved': '325312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2020', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 1997', 'NAICS Code of Process Involved': '32511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2007', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2023', 'NAICS Code of Process Involved': '312113'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 2012', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'November 2011', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2009', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 1998', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 1996', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2022', 'NAICS Code of Process Involved': '11199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2023', 'NAICS Code of Process Involved': '44422'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2006', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2004', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2014', 'NAICS Code of Process Involved': '11115'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2000', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'August 2012', 'NAICS Code of Process Involved': '22131'}, {'Date of Accident': 'July 2012', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,2,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '311612'}, {'Date of Accident': 'June 2019', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2001', 'NAICS Code of Process Involved': '71311'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 1995', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2023', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2022', 'NAICS Code of Process Involved': '311225'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2005', 'NAICS Code of Process Involved': '311225'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2023', 'NAICS Code of Process Involved': '44422'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2015', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2019', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 2022', 'NAICS Code of Process Involved': '32552'}, {'Date of Accident': 'May 2014', 'NAICS Code of Process Involved': '32551'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2000', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2010', 'NAICS Code of Process Involved': '325193'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 1995', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2021', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2019', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,2,"[{'Date of Accident': 'January 2010', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'January 2010', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2013', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2022', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2024', 'NAICS Code of Process Involved': '325414'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2021', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '31111'}]"
1E+11,Yes,3,"[{'Date of Accident': 'October 1995', 'NAICS Code of Process Involved': '331315'}, {'Date of Accident': 'March 1994', 'NAICS Code of Process Involved': '331315'}, {'Date of Accident': 'February 1994', 'NAICS Code of Process Involved': '331315'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2004', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 1996', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2019', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2002', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2007', 'NAICS Code of Process Involved': '325998'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2013', 'NAICS Code of Process Involved': '42451'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '42471'}]"
1E+11,Yes,3,"[{'Date of Accident': 'July 1999', 'NAICS Code of Process Involved': '311421'}, {'Date of Accident': 'May 1999', 'NAICS Code of Process Involved': '311421'}, {'Date of Accident': 'May 1999', 'NAICS Code of Process Involved': '311421'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '311813'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2014', 'NAICS Code of Process Involved': '325998'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2015', 'NAICS Code of Process Involved': '54171'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2015', 'NAICS Code of Process Involved': '311991'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2013', 'NAICS Code of Process Involved': '42472'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2007', 'NAICS Code of Process Involved': '31141'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2023', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,2,"[{'Date of Accident': 'October 2023', 'NAICS Code of Process Involved': '311423'}, {'Date of Accident': 'January 2022', 'NAICS Code of Process Involved': '311423'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '311423'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2011', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 1997', 'NAICS Code of Process Involved': '49313'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2008', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,4,"[{'Date of Accident': 'November 2003', 'NAICS Code of Process Involved': '331314'}, {'Date of Accident': 'October 2002', 'NAICS Code of Process Involved': '331314'}, {'Date of Accident': 'May 2002', 'NAICS Code of Process Involved': '331314'}, {'Date of Accident': 'July 2000', 'NAICS Code of Process Involved': '331314'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 1996', 'NAICS Code of Process Involved': '32541'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2014', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2022', 'NAICS Code of Process Involved': '31152'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2012', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 1997', 'NAICS Code of Process Involved': '42269'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 1999', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2022', 'NAICS Code of Process Involved': '311812'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 1997', 'NAICS Code of Process Involved': '562211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 1996', 'NAICS Code of Process Involved': '333415'}]"
1E+11,Yes,2,"[{'Date of Accident': 'January 2016', 'NAICS Code of Process Involved': '11511'}, {'Date of Accident': 'June 2015', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2015', 'NAICS Code of Process Involved': '11199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2022', 'NAICS Code of Process Involved': '11199'}]"
1E+11,Yes,2,"[{'Date of Accident': 'January 2008', 'NAICS Code of Process Involved': '325998'}, {'Date of Accident': 'April 2007', 'NAICS Code of Process Involved': '325998'}]"
1E+11,Yes,2,"[{'Date of Accident': 'March 2023', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'June 2020', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2011', 'NAICS Code of Process Involved': '32614'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2016', 'NAICS Code of Process Involved': '115112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 1999', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,2,"[{'Date of Accident': 'October 2002', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'May 2001', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 1997', 'NAICS Code of Process Involved': '333613'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '221112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2012', 'NAICS Code of Process Involved': '31134'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2013', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2011', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2000', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2011', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2017', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '311611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2013', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2004', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2011', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2012', 'NAICS Code of Process Involved': '42451'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2015', 'NAICS Code of Process Involved': '111199'}]"
1E+11,Yes,10,"[{'Date of Accident': 'December 1998', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'November 1997', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'October 1997', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'February 1997', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'January 1997', 'NAICS Code of Process Involved': '53111'}, {'Date of Accident': 'July 1996', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'June 1996', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'May 1996', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'July 1995', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'October 1994', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,2,"[{'Date of Accident': 'September 1996', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'June 1996', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2002', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2013', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2019', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,2,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'September 2017', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'June 1997', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'February 1996', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 1998', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2000', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2015', 'NAICS Code of Process Involved': '311999'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2023', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2017', 'NAICS Code of Process Involved': '31141'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2003', 'NAICS Code of Process Involved': '325188'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2008', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2020', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,2,"[{'Date of Accident': 'June 2015', 'NAICS Code of Process Involved': '331314'}, {'Date of Accident': 'August 2014', 'NAICS Code of Process Involved': '331314'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 1998', 'NAICS Code of Process Involved': '331312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 2018', 'NAICS Code of Process Involved': '32511'}, {'Date of Accident': 'November 2015', 'NAICS Code of Process Involved': '32511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 1995', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2022', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 1997', 'NAICS Code of Process Involved': '562211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2013', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2015', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2017', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,2,"[{'Date of Accident': 'July 2018', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'August 2016', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2004', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,3,"[{'Date of Accident': 'November 2021', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'August 2016', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'November 2014', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 1998', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2013', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2006', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2024', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2022', 'NAICS Code of Process Involved': '42471'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 2022', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'April 2020', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 1998', 'NAICS Code of Process Involved': '211112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2007', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 1997', 'NAICS Code of Process Involved': '99999'}]"
1E+11,Yes,2,"[{'Date of Accident': 'December 2001', 'NAICS Code of Process Involved': '22131'}, {'Date of Accident': 'November 1999', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2020', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,3,"[{'Date of Accident': 'June 2018', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'February 2018', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'July 2017', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,2,"[{'Date of Accident': 'July 2003', 'NAICS Code of Process Involved': '325192'}, {'Date of Accident': 'October 1999', 'NAICS Code of Process Involved': '325192'}]"
1E+11,Yes,2,"[{'Date of Accident': 'July 2018', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'August 2017', 'NAICS Code of Process Involved': '325199'}]"
