EPA Facility ID,Has Accident,Accident Count,NAICS Code,Accident Details
100000158312,No,0,,
100000158376,No,0,,
100000160149,No,0,,
100000160906,No,0,,
100000161219,No,0,,
100000162815,No,0,,
100000162824,No,0,,
100000162833,No,0,,
100000163547,No,0,,
100000164859,No,0,,
100000165901,No,0,,
100000166045,No,0,,
100000168141,No,0,,
100000168285,No,0,,
100000168953,No,0,,
100000169042,No,0,,
100000170003,No,0,,
100000170209,No,0,,
100000170245,No,0,,
100000170478,No,0,,
100000170833,No,0,,
100000171244,No,0,,
100000171271,No,0,,
100000171315,No,0,,
100000171342,No,0,,
100000172886,No,0,,
100000173117,No,0,,
100000173297,Yes,1,,"[{'Date of Accident': 'December 2001', 'NAICS Code of Process Involved': '31141'}]"
100000175339,No,0,,
100000176356,No,0,,
100000176891,No,0,,
100000177658,No,0,,
100000177925,No,0,,
100000178032,No,0,,
100000178407,No,0,,
100000178461,No,0,,
100000179567,No,0,,
100000179594,No,0,,
100000179692,No,0,,
100000179969,No,0,,
100000180109,No,0,,
100000180369,No,0,,
100000181019,No,0,,
100000181028,No,0,,
100000181251,No,0,,
100000181359,Yes,1,,"[{'Date of Accident': 'September 2009', 'NAICS Code of Process Involved': '42469'}]"
100000181377,No,0,,
100000181402,No,0,,
100000181466,No,0,,
100000181607,No,0,,
100000181974,No,0,,
100000182134,No,0,,
100000182198,No,0,,
100000182205,No,0,,
100000182214,No,0,,
100000182713,No,0,,
100000182839,No,0,,
100000182848,No,0,,
100000182964,No,0,,
100000182982,No,0,,
100000183053,No,0,,
100000183641,Yes,1,,"[{'Date of Accident': 'February 2018', 'NAICS Code of Process Involved': '325998'}]"
100000183696,No,0,,
100000183758,No,0,,
100000183865,No,0,,
100000183892,No,0,,
100000184604,No,0,,
100000184855,No,0,,
100000184891,No,0,,
100000185998,No,0,,
100000186041,No,0,,
100000187148,Yes,1,,"[{'Date of Accident': 'November 2022', 'NAICS Code of Process Involved': '312113'}]"
100000187362,No,0,,
100000187932,No,0,,
100000188414,No,0,,
100000188815,No,0,,
100000188897,No,0,,
100000189413,No,0,,
100000189583,No,0,,
100000189814,No,0,,
100000189841,No,0,,
100000189887,No,0,,
100000190072,No,0,,
100000190704,No,0,,
100000190955,No,0,,
100000191071,No,0,,
100000191259,No,0,,
100000191703,No,0,,
100000191847,No,0,,
100000192524,No,0,,
100000192588,No,0,,
100000192944,No,0,,
100000193088,No,0,,
100000193747,No,0,,
100000194292,Yes,1,,"[{'Date of Accident': 'March 2023', 'NAICS Code of Process Involved': '311411'}]"
100000194675,No,0,,
100000195175,No,0,,
100000195344,No,0,,
100000196094,No,0,,
100000196726,No,0,,
100000197084,No,0,,
100000198225,No,0,,
100000199242,No,0,,
100000199876,No,0,,
100000199885,No,0,,
100000201159,No,0,,
100000202372,No,0,,
100000202666,No,0,,
100000204548,No,0,,
100000206387,No,0,,
100000209017,No,0,,
100000210274,No,0,,
100000210283,No,0,,
100000210309,No,0,,
100000210684,No,0,,
100000212502,No,0,,
100000212995,No,0,,
100000213958,No,0,,
100000215607,No,0,,
100000215769,No,0,,
100000215974,No,0,,
100000217124,No,0,,
100000218089,Yes,1,,"[{'Date of Accident': 'August 2018', 'NAICS Code of Process Involved': '48821'}]"
100000218392,No,0,,
100000218409,No,0,,
100000219382,No,0,,
100000220977,No,0,,
100000221244,No,0,,
100000221431,No,0,,
100000223171,No,0,,
100000224704,No,0,,
100000225721,No,0,,
100000225801,No,0,,
100000226105,No,0,,
100000226846,No,0,,
100000227952,No,0,,
100000228201,No,0,,
100000228513,No,0,,
100000229175,No,0,,
100000229488,No,0,,
100000229497,No,0,,
100000230644,No,0,,
100000230662,No,0,,
100000230715,No,0,,
100000230751,No,0,,
100000230948,No,0,,
100000231073,No,0,,
100000231625,No,0,,
100000233623,No,0,,
100000233927,No,0,,
100000233963,No,0,,
100000234301,No,0,,
100000234711,No,0,,
100000235131,No,0,,
100000237656,No,0,,
100000238192,No,0,,
100000238334,No,0,,
100000238753,No,0,,
100000239707,No,0,,
100000239743,No,0,,
100000240223,No,0,,
100000240697,No,0,32512,
100000240955,No,0,,
100000242711,No,0,,
100000242971,No,0,,
100000245184,No,0,,
100000249242,No,0,,
100000004504,No,0,,
100000006664,No,0,,
100000006673,No,0,,
100000007878,Yes,2,,"[{'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '311615'}, {'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '311615'}]"
100000007994,No,0,,
100000008341,No,0,,
100000008975,No,0,,
100000009028,No,0,,
100000009037,No,0,,
100000010016,No,0,,
100000010757,No,0,,
100000013932,No,0,,
100000014307,No,0,,
100000014833,No,0,,
100000015226,No,0,,
100000015397,No,0,,
100000015887,No,0,,
100000016243,No,0,,
100000016939,No,0,,
100000020639,Yes,1,,"[{'Date of Accident': 'March 2023', 'NAICS Code of Process Involved': '32211'}]"
100000020657,No,0,,
100000021399,No,0,,
100000021629,No,0,,
100000022147,No,0,,
100000022539,No,0,,
100000023164,No,0,,
100000023468,No,0,,
100000024626,No,0,,
100000024895,No,0,,
100000025224,No,0,,
100000025956,No,0,,
100000026125,No,0,,
100000027801,No,0,,
100000028542,No,0,,
100000028695,No,0,,
100000028864,No,0,,
100000029202,No,0,,
100000029774,No,0,,
100000029907,No,0,,
100000030708,No,0,,
100000030815,No,0,,
100000030842,No,0,,
100000030913,No,0,,
100000034483,No,0,,
100000034875,No,0,,
100000036837,No,0,,
100000036855,No,0,,
100000037131,No,0,,
100000037346,No,0,,
100000038577,No,0,,
100000039219,No,0,,
100000039736,No,0,,
100000039763,No,0,,
100000039834,No,0,,
100000039932,No,0,,
100000040074,No,0,,
100000041171,No,0,,
100000041563,No,0,,
100000041938,Yes,1,,"[{'Date of Accident': 'February 2014', 'NAICS Code of Process Involved': '22132'}]"
100000042081,No,0,,
100000042599,No,0,,
100000042688,No,0,,
100000042982,No,0,,
100000043017,No,0,,
100000043801,No,0,,
100000044267,No,0,,
100000045346,No,0,49312,
100000046014,No,0,,
100000046602,No,0,,
100000046808,No,0,,
100000047219,No,0,,
100000047656,No,0,,
100000047763,No,0,,
100000049002,No,0,,
100000049333,No,0,,
100000049459,No,0,,
100000049672,No,0,,
100000049761,No,0,,
100000050302,No,0,,
100000050687,No,0,,
100000050758,Yes,2,,"[{'Date of Accident': 'June 2013', 'NAICS Code of Process Involved': '311615'}, {'Date of Accident': 'March 2013', 'NAICS Code of Process Involved': '311615'}]"
100000050892,No,0,,
100000051007,No,0,,
100000051392,No,0,,
100000051463,No,0,,
100000051588,No,0,,
100000051784,No,0,,
100000051944,No,0,,
100000052346,No,0,,
100000052364,No,0,,
100000052453,No,0,,
100000053443,No,0,,
100000053728,No,0,,
100000054157,No,0,,
100000054246,No,0,,
100000054264,No,0,,
100000054451,No,0,,
100000054727,No,0,,
100000055691,No,0,,
100000055708,No,0,,
100000056182,No,0,,
100000056422,No,0,,
100000056459,No,0,,
100000056681,No,0,,
100000056832,No,0,,
100000056903,No,0,,
100000057555,No,0,,
100000057653,No,0,,
100000057911,No,0,,
100000057984,No,0,,
100000060131,No,0,,
100000060569,No,0,,
100000060658,No,0,,
100000060836,Yes,1,,"[{'Date of Accident': 'April 2021', 'NAICS Code of Process Involved': '32552'}]"
100000061309,No,0,,
100000061318,No,0,,
100000061345,No,0,,
100000061461,No,0,,
100000061577,No,0,,
100000061782,No,0,,
100000062264,Yes,1,,"[{'Date of Accident': 'August 1994', 'NAICS Code of Process Involved': '32532'}]"
100000062558,No,0,,
100000062987,No,0,,
100000063156,No,0,,
100000064011,No,0,,
100000064253,No,0,,
100000064725,No,0,,
100000065056,No,0,,
100000065635,No,0,,
100000066082,No,0,,
100000066162,No,0,,
100000066518,Yes,1,,"[{'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '32211'}]"
100000066938,No,0,,
100000067535,No,0,,
100000068035,No,0,,
100000070638,Yes,1,,"[{'Date of Accident': 'January 1997', 'NAICS Code of Process Involved': '311821'}]"
100000071673,No,0,,
100000071735,No,0,,
100000071904,No,0,,
100000073118,No,0,,
100000073154,Yes,7,,"[{'Date of Accident': 'June 2000', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'May 2000', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'January 2000', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'April 1999', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'April 1999', 'NAICS Code of Process Involved': '32212'}, {'Date of Accident': 'February 1999', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'October 1998', 'NAICS Code of Process Involved': '32212'}]"
100000073225,No,0,,
100000073261,No,0,,
100000073617,No,0,,
100000076017,No,0,,
100000076142,No,0,,
100000076222,No,0,,
100000076419,No,0,,
100000076598,No,0,,
100000077089,No,0,,
100000077203,No,0,,
100000078284,No,0,,
100000078408,No,0,,
100000078621,No,0,,
100000078872,No,0,,
100000080761,No,0,,
100000081047,No,0,,
100000081154,No,0,,
100000084972,Yes,1,,"[{'Date of Accident': 'August 2001', 'NAICS Code of Process Involved': '212324'}]"
100000085524,No,0,,
100000085739,No,0,,
100000085882,No,0,,
100000086051,No,0,,
100000086177,No,0,,
100000086284,No,0,,
100000087256,No,0,,
100000087434,No,0,,
100000088433,No,0,,
100000088567,No,0,49311,
100000088825,No,0,,
100000089441,No,0,,
100000089502,No,0,,
100000089593,No,0,,
100000089726,No,0,,
100000089986,No,0,,
100000092099,No,0,,
100000092758,No,0,,
100000093926,No,0,,
100000094177,No,0,,
100000094239,No,0,,
100000094266,No,0,,
100000094499,No,0,,
100000094756,No,0,,
100000096497,No,0,,
100000096754,No,0,,
100000096978,No,0,,
100000097067,No,0,,
100000097227,No,0,,
100000098048,No,0,,
100000099537,No,0,,
100000099868,No,0,,
100000100124,No,0,,
100000100197,No,0,,
100000100428,No,0,,
100000100482,Yes,1,,"[{'Date of Accident': 'November 2023', 'NAICS Code of Process Involved': '311612'}]"
100000100543,No,0,,
100000100856,Yes,1,,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '311615'}]"
100000101374,No,0,,
100000101418,No,0,,
100000101659,No,0,,
100000102499,No,0,,
100000103032,No,0,,
100000104647,No,0,,
100000104816,No,0,,
100000105049,No,0,,
100000105085,No,0,,
100000105147,No,0,,
100000105174,No,0,,
100000105272,No,0,,
100000105398,No,0,,
100000105432,No,0,,
100000105735,No,0,,
100000107038,No,0,,
100000107751,No,0,,
100000109009,No,0,,
100000109214,No,0,,
100000109731,No,0,,
100000109964,No,0,,
100000110051,No,0,,
100000110373,No,0,,
100000111318,No,0,,
100000112077,No,0,,
100000113469,No,0,,
100000113682,No,0,,
100000114832,No,0,,
100000115653,No,0,,
100000115751,No,0,,
100000115788,No,0,,
100000116242,No,0,,
100000116493,No,0,,
100000116894,No,0,,
100000117009,No,0,,
100000117027,No,0,,
100000117367,No,0,,
100000117508,No,0,,
100000117606,No,0,,
100000118286,No,0,,
100000118561,No,0,,
100000118703,No,0,,
100000118749,No,0,,
100000119258,No,0,,
100000120353,No,0,,
100000121085,No,0,,
100000123298,No,0,325613,
100000124849,No,0,,
100000125465,No,0,,
100000125704,No,0,,
100000125946,Yes,1,,"[{'Date of Accident': 'May 2015', 'NAICS Code of Process Involved': '311991'}]"
100000126026,No,0,,
100000126785,No,0,,
100000128186,No,0,,
100000128523,No,0,,
100000129498,No,0,,
100000130397,No,0,,
100000130798,Yes,1,,"[{'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '311813'}]"
100000130967,No,0,,
100000131476,No,0,,
100000131617,No,0,,
100000132876,No,0,,
100000133009,No,0,,
100000133054,No,0,,
100000133143,No,0,,
100000133376,No,0,,
100000133722,No,0,,
100000133964,No,0,,
100000135043,Yes,3,,"[{'Date of Accident': 'September 2007', 'NAICS Code of Process Involved': '325131'}, {'Date of Accident': 'April 2007', 'NAICS Code of Process Involved': '325131'}, {'Date of Accident': 'July 2004', 'NAICS Code of Process Involved': '325131'}]"
100000135123,No,0,,
100000135445,No,0,,
100000135588,No,0,32599,
100000135775,No,0,,
100000136257,No,0,,
100000136284,No,0,,
100000136596,No,0,,
100000136827,No,0,,
100000136943,No,0,,
100000137247,No,0,,
100000137559,No,0,,
100000138433,No,0,,
100000138807,No,0,,
100000139539,No,0,,
100000140224,No,0,,
100000140386,No,0,,
100000141633,No,0,,
100000141802,No,0,,
100000142008,No,0,,
100000142099,No,0,,
100000142678,No,0,,
100000142721,No,0,,
100000142785,No,0,,
100000143436,No,0,,
100000143793,No,0,,
100000144328,No,0,,
100000144685,No,0,,
100000144729,No,0,,
100000144863,No,0,,
100000144916,No,0,325199,
100000145087,No,0,,
100000145176,No,0,,
100000145229,No,0,,
100000145336,No,0,,
100000145363,Yes,1,,"[{'Date of Accident': 'February 1995', 'NAICS Code of Process Involved': '11511'}]"
100000145434,No,0,,
100000145443,No,0,,
100000145648,No,0,,
100000145988,No,0,,
100000146013,No,0,,
100000146031,No,0,,
100000146059,No,0,,
100000146068,No,0,,
100000146166,No,0,,
100000146193,No,0,,
100000146273,No,0,,
100000146282,No,0,,
100000149109,No,0,,
100000150132,No,0,,
100000150926,No,0,,
100000151355,No,0,,
100000152595,No,0,,
100000153237,No,0,,
100000153497,No,0,,
100000153558,No,0,,
100000154272,No,0,,
100000154913,No,0,,
100000154922,No,0,,
100000155538,No,0,,
100000155716,Yes,1,,"[{'Date of Accident': 'January 2022', 'NAICS Code of Process Involved': '311615'}]"
100000156001,No,0,325998,
100000156181,No,0,,
100000156788,No,0,,
100000158768,No,0,,
100000159847,No,0,,
100000159865,No,0,,
100000160167,No,0,,
100000160176,No,0,,
100000160185,No,0,,
100000160194,No,0,,
100000160201,No,0,,
100000160657,No,0,,
100000161077,No,0,,
100000161102,No,0,,
100000161111,No,0,,
100000161692,No,0,,
100000162067,No,0,,
100000162085,No,0,,
100000162236,No,0,,
100000162487,No,0,,
100000162502,No,0,,
100000162682,No,0,,
100000163182,No,0,,
100000163306,No,0,,
100000163315,No,0,,
100000163324,No,0,,
100000163333,No,0,,
100000163413,No,0,,
100000163752,No,0,,
100000164001,No,0,,
100000164608,No,0,,
100000164715,No,0,,
100000165279,No,0,,
100000165395,No,0,,
100000165475,No,0,,
100000165607,No,0,,
100000165625,No,0,,
100000165661,No,0,,
100000165812,Yes,1,,"[{'Date of Accident': 'November 2003', 'NAICS Code of Process Involved': '311511'}]"
100000166606,No,0,,
100000167017,No,0,,
100000167357,No,0,,
100000167703,No,0,,
100000168418,No,0,,
100000168588,No,0,,
100000168971,No,0,,
100000170414,No,0,,
100000171547,No,0,,
100000171636,No,0,,
100000171716,No,0,,
100000171823,Yes,1,,"[{'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '32211'}]"
100000173091,No,0,,
100000173206,No,0,,
100000173714,No,0,,
100000174072,No,0,,
100000174367,No,0,,
100000175008,No,0,,
100000175268,No,0,,
100000175428,No,0,,
100000176025,No,0,,
100000176392,No,0,,
100000177578,No,0,,
100000177649,No,0,,
100000178238,No,0,,
100000178363,No,0,,
100000178728,No,0,,
100000179013,No,0,,
100000180074,No,0,,
100000180662,No,0,,
100000180733,No,0,,
100000180742,No,0,,
100000180939,No,0,,
100000181698,No,0,,
100000182438,No,0,,
100000183213,No,0,,
100000184472,No,0,,
100000184766,No,0,,
100000184784,No,0,,
100000184999,No,0,,
100000185505,No,0,,
100000185523,No,0,,
100000185532,No,0,,
100000186452,No,0,,
100000186513,No,0,,
100000186522,No,0,,
100000187237,Yes,3,,"[{'Date of Accident': 'May 2005', 'NAICS Code of Process Involved': '311615'}, {'Date of Accident': 'November 2003', 'NAICS Code of Process Involved': '311615'}, {'Date of Accident': 'November 2002', 'NAICS Code of Process Involved': '311615'}]"
100000189299,No,0,,
100000189468,No,0,,
100000190492,No,0,,
100000190679,No,0,,
100000190839,No,0,,
100000191008,No,0,,
100000191311,No,0,,
100000191339,No,0,,
100000191348,No,0,,
100000191972,No,0,,
100000192098,No,0,,
100000192356,No,0,,
100000192686,No,0,,
100000192908,No,0,,
100000193426,No,0,,
100000193499,No,0,,
100000194336,No,0,,
100000194372,No,0,,
100000194988,No,0,,
100000195013,No,0,,
100000195111,No,0,,
100000195763,No,0,,
100000196021,No,0,,
100000196922,No,0,,
100000197226,No,0,,
100000197262,No,0,,
100000197333,No,0,,
100000197388,No,0,,
100000197618,No,0,,
100000197627,No,0,,
100000198724,No,0,,
100000200221,No,0,,
100000200427,No,0,,
100000201079,No,0,,
100000201355,No,0,,
100000201444,No,0,,
100000202434,No,0,,
100000203157,No,0,,
100000204067,No,0,,
100000206742,No,0,,
100000209918,No,0,,
100000210149,No,0,,
100000210345,No,0,,
100000211665,No,0,,
100000212469,Yes,1,,"[{'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '42441'}]"
100000212575,No,0,,
100000213949,No,0,,
100000214788,No,0,,
100000215064,No,0,,
100000215331,No,0,,
100000215634,No,0,,
100000217366,No,0,,
100000217437,No,0,,
100000219079,No,0,,
100000220003,No,0,,
100000220414,No,0,,
100000220423,No,0,,
100000221404,No,0,,
100000222109,Yes,1,,"[{'Date of Accident': 'July 2014', 'NAICS Code of Process Involved': '31192'}]"
100000222564,No,0,,
100000222788,No,0,,
100000223251,No,0,,
100000223279,No,0,,
100000223876,No,0,,
100000227113,No,0,,
100000227934,No,0,,
100000227989,No,0,,
100000228354,No,0,,
100000228764,No,0,,
100000229683,No,0,,
100000229914,No,0,,
100000230225,No,0,,
100000230788,No,0,,
100000231251,No,0,,
100000231518,No,0,,
100000232287,No,0,,
100000232884,No,0,,
100000233632,No,0,,
100000234061,Yes,1,,"[{'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '42471'}]"
100000234524,No,0,,
100000234631,No,0,,
100000234828,No,0,,
100000234953,No,0,,
100000234971,No,0,,
100000235097,No,0,,
100000235514,No,0,,
100000236381,No,0,49319,
100000236737,No,0,,
100000237549,No,0,,
100000238432,No,0,,
100000238441,No,0,,
100000238575,No,0,,
100000238897,No,0,,
100000239011,No,0,,
100000239716,No,0,,
100000239896,No,0,,
100000240376,No,0,,
100000241641,No,0,,
100000243186,No,0,,
100000243239,No,0,,
100000243676,Yes,1,,"[{'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '31141'}]"
100000244988,No,0,,
100000245807,No,0,,
100000245834,No,0,,
100000246183,No,0,,
100000246487,No,0,,
100000247654,No,0,,
100000247725,No,0,,
100000249215,No,0,,
100000250408,No,0,,
100000251568,No,0,,
100000251871,No,0,,
100000251906,No,0,,
100000252638,No,0,325199,
100000254468,No,0,,
100000148084,No,0,,
100000152041,No,0,,
100000163805,No,0,,
100000168828,No,0,,
100000020899,No,0,,
100000021317,No,0,,
100000021656,No,0,,
100000022183,No,0,,
100000022245,No,0,,
100000022469,No,0,,
100000029569,No,0,,
100000030263,No,0,,
100000032458,No,0,,
100000034107,No,0,,
100000035277,No,0,,
100000035339,No,0,,
100000035507,No,0,,
100000035838,No,0,,
100000035847,No,0,,
100000035954,No,0,,
100000075161,No,0,,
100000075269,No,0,,
100000075349,No,0,,
100000075401,No,0,,
100000076302,No,0,,
100000077757,Yes,1,,"[{'Date of Accident': 'April 2022', 'NAICS Code of Process Involved': '22121'}]"
100000084936,No,0,32411,
100000091599,No,0,,
100000094462,No,0,,
100000103942,No,0,,
100000108787,Yes,1,,"[{'Date of Accident': 'April 2010', 'NAICS Code of Process Involved': '221112'}]"
100000124108,No,0,,
100000150276,No,0,,
100000172546,No,0,,
100000180145,No,0,,
100000199313,Yes,1,,"[{'Date of Accident': 'August 2016', 'NAICS Code of Process Involved': '54171'}]"
100000219925,Yes,1,,"[{'Date of Accident': 'September 2016', 'NAICS Code of Process Involved': '42469'}]"
100000232081,No,0,,
100000241605,No,0,32411,
100000000081,No,0,,
100000000820,No,0,,
100000000848,No,0,,
100000001231,No,0,,
100000001446,No,0,,
100000001776,No,0,,
100000001794,No,0,,
100000001801,No,0,,
100000001874,No,0,,
100000001927,No,0,,
100000002034,No,0,,
100000002123,No,0,,
100000002178,No,0,,
100000002285,No,0,,
100000002365,No,0,,
100000002374,No,0,,
100000002427,No,0,,
100000002677,No,0,,
100000002695,No,0,,
100000003747,No,0,,
100000003907,Yes,1,,"[{'Date of Accident': 'January 2023', 'NAICS Code of Process Involved': '311611'}]"
100000004121,No,0,,
100000004586,No,0,,
100000004737,No,0,,
100000004746,Yes,1,,"[{'Date of Accident': 'July 2021', 'NAICS Code of Process Involved': '11115'}]"
100000004755,No,0,,
100000004764,No,0,,
100000004773,No,0,,
100000004782,No,0,,
100000004791,No,0,,
100000004808,No,0,,
100000004817,Yes,1,,"[{'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '42491'}]"
100000004826,No,0,,
100000004835,No,0,,
100000004844,No,0,,
100000004853,No,0,,
100000004862,No,0,,
100000004871,No,0,,
100000004899,No,0,,
100000004906,No,0,,
100000004915,No,0,,
100000004924,No,0,,
100000004933,No,0,,
100000004942,No,0,,
100000004951,No,0,,
100000004988,No,0,,
100000005335,No,0,,
100000005647,No,0,,
100000005843,No,0,,
100000005852,No,0,,
100000005941,No,0,,
100000005978,No,0,,
100000005996,No,0,,
100000006389,No,0,,
100000006423,No,0,,
100000006432,No,0,,
100000006879,No,0,,
100000006897,No,0,,
100000006922,No,0,,
100000007075,No,0,,
100000007146,No,0,,
100000008911,No,0,,
100000008939,No,0,,
100000008957,No,0,,
100000008984,No,0,,
100000009019,No,0,,
100000009117,No,0,,
100000009126,No,0,,
100000009457,No,0,,
100000009493,No,0,,
100000009698,No,0,,
100000009705,No,0,,
100000009732,No,0,,
100000011587,No,0,,
100000012283,No,0,,
100000012309,No,0,,
100000012327,No,0,,
100000012372,No,0,,
100000012381,No,0,,
100000012407,No,0,,
100000012416,No,0,,
100000012425,No,0,,
100000012434,No,0,,
100000012443,No,0,,
100000012461,No,0,,
100000012489,No,0,,
100000012504,No,0,,
100000012513,No,0,,
100000012559,No,0,,
100000012871,Yes,4,,"[{'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '311999'}, {'Date of Accident': 'June 2017', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'January 2014', 'NAICS Code of Process Involved': '311999'}, {'Date of Accident': 'July 2012', 'NAICS Code of Process Involved': '311999'}]"
100000013843,No,0,,
100000014762,No,0,,
100000014922,No,0,,
100000014968,No,0,,
100000015235,No,0,,
100000015244,No,0,,
100000015495,No,0,,
100000015501,No,0,,
100000016001,No,0,,
100000016181,No,0,,
100000016706,No,0,,
100000016859,No,0,,
100000017199,No,0,,
100000017251,No,0,,
100000017652,No,0,,
100000017689,No,0,,
100000017705,No,0,,
100000018232,No,0,,
100000018893,No,0,,
100000018973,No,0,,
100000019339,No,0,,
100000019847,Yes,1,,"[{'Date of Accident': 'December 2019', 'NAICS Code of Process Involved': '42491'}]"
100000019918,No,0,,
100000020522,No,0,,
100000020755,No,0,,
100000021228,No,0,,
100000021861,No,0,,
100000022254,No,0,,
100000022352,No,0,,
100000023887,No,0,,
100000024001,No,0,,
100000024038,No,0,,
100000024298,No,0,,
100000024788,No,0,,
100000024822,No,0,,
100000025153,No,0,,
100000025732,No,0,,
100000025769,No,0,,
100000029266,No,0,,
100000029701,No,0,,
100000029863,No,0,,
100000030478,No,0,,
100000030904,No,0,,
100000031226,No,0,,
100000031306,No,0,,
100000031379,No,0,,
100000031413,No,0,,
100000031976,No,0,,
100000032127,No,0,,
100000032163,No,0,,
100000032369,No,0,,
100000032528,No,0,,
100000032859,No,0,,
100000032911,No,0,,
100000032948,No,0,,
100000033046,No,0,,
100000033117,No,0,,
100000033359,No,0,,
100000033466,No,0,,
100000033705,No,0,,
100000033714,No,0,,
100000033723,No,0,,
100000034429,No,0,,
100000034615,No,0,,
100000034642,No,0,,
100000035035,No,0,,
100000035106,No,0,,
100000035749,No,0,,
100000036187,Yes,2,325311,"[{'Date of Accident': 'December 2020', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '325311'}]"
100000036926,No,0,,
100000037257,No,0,,
100000037462,No,0,,
100000037499,No,0,,
100000037649,No,0,,
100000037845,No,0,,
100000038087,No,0,,
100000038185,No,0,,
100000038238,No,0,,
100000038265,No,0,,
100000038336,No,0,,
100000038434,No,0,,
100000038443,No,0,,
100000038498,No,0,,
100000038504,No,0,,
100000038559,No,0,,
100000038719,No,0,,
100000038951,No,0,,
100000038988,No,0,,
100000039013,No,0,,
100000039031,No,0,,
100000039059,No,0,,
100000039068,No,0,,
100000039077,No,0,,
100000039095,No,0,,
100000039102,No,0,,
100000039175,Yes,1,,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '11511'}]"
100000039308,No,0,,
100000039727,No,0,,
100000039905,No,0,,
100000039987,No,0,,
100000040029,No,0,,
100000040056,No,0,,
100000040145,No,0,,
100000040225,No,0,,
100000040305,No,0,,
100000040369,No,0,,
100000040877,No,0,,
100000040975,No,0,,
100000041297,No,0,,
100000041313,No,0,,
100000042269,No,0,,
100000043008,No,0,,
100000043026,No,0,,
100000043035,No,0,,
100000043044,No,0,,
100000043179,No,0,,
100000043589,No,0,,
100000043605,No,0,,
100000043623,No,0,,
100000043641,No,0,,
100000043687,No,0,,
100000043703,No,0,,
100000043749,No,0,,
100000043767,No,0,,
100000043785,No,0,,
100000045202,No,0,,
100000045453,No,0,,
100000046513,No,0,,
100000046559,No,0,,
100000046782,No,0,,
100000047273,No,0,,
100000047521,No,0,,
100000047674,No,0,,
100000047898,Yes,1,,"[{'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '42491'}]"
100000047996,No,0,,
100000048021,No,0,,
100000048405,No,0,,
100000048593,No,0,,
100000048904,No,0,,
100000049084,No,0,,
100000049119,No,0,,
100000049208,No,0,,
100000049235,No,0,,
100000049253,No,0,,
100000049271,No,0,,
100000049299,No,0,,
100000049324,No,0,,
100000049583,No,0,,
100000049627,No,0,,
100000050017,No,0,,
100000050197,No,0,,
100000050213,No,0,,
100000050339,No,0,,
100000050561,No,0,,
100000051267,No,0,,
100000051828,No,0,,
100000051837,No,0,,
100000052382,No,0,,
100000052603,No,0,,
100000052872,No,0,,
100000053309,No,0,,
100000054692,No,0,,
100000054709,No,0,,
100000054807,No,0,,
100000054852,No,0,,
100000054914,No,0,,
100000054923,No,0,,
100000055539,No,0,,
100000055833,No,0,,
100000055986,No,0,,
100000056093,No,0,,
100000056431,No,0,,
100000056477,No,0,,
100000056547,No,0,,
100000056609,No,0,,
100000056627,No,0,,
100000056672,No,0,,
100000056752,No,0,,
100000056761,No,0,,
100000056823,Yes,1,,"[{'Date of Accident': 'May 2014', 'NAICS Code of Process Involved': '42491'}]"
100000056896,No,0,,
100000057074,No,0,,
100000057083,No,0,,
100000057957,No,0,,
100000057975,No,0,,
100000058073,Yes,1,,"[{'Date of Accident': 'September 2017', 'NAICS Code of Process Involved': '42491'}]"
100000058153,No,0,,
100000058439,No,0,,
100000058554,No,0,,
100000058741,No,0,,
100000058974,No,0,,
100000058992,No,0,,
100000059045,No,0,,
100000059054,Yes,2,,"[{'Date of Accident': 'April 2022', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '42491'}]"
100000059072,No,0,,
100000059189,No,0,,
100000059205,No,0,,
100000059303,No,0,,
100000059312,No,0,,
100000059394,No,0,,
100000059562,No,0,,
100000060122,No,0,,
100000060676,No,0,,
100000060943,No,0,,
100000061014,No,0,,
100000061871,No,0,,
100000063619,No,0,,
100000065813,No,0,,
100000066947,No,0,,
100000067811,No,0,,
100000067973,No,0,,
100000067982,No,0,,
100000068115,No,0,,
100000068151,No,0,,
100000068204,No,0,,
